Name,logn,logq,points,RealRes,result,error,tinit,tcsv,tenc,tdist,tdec
1155-20131130113424.txt,13,208,1067,12931.274098,13246.243729,2.435720,903.206416,4.822935,23.438778,148.995144,5.782712
1156-20131212184721.txt,13,208,1074,8395.423669,8359.674117,-0.425822,924.986460,4.377373,15.348071,146.272884,5.368058
1159-20131204154523.txt,13,208,1816,27528.681768,27669.466200,0.511410,916.438223,3.986358,18.352885,155.746869,5.013672
1160-20131212173623.txt,13,208,1376,8238.007548,8535.661926,3.613184,911.322162,4.289482,15.035327,179.142412,5.570304
116-20131029182639.txt,13,208,1302,10500.252745,10491.243590,-0.085799,965.849474,4.657471,15.171076,161.257360,6.230260
1162-20131128200012.txt,13,208,1467,10972.774062,11914.829709,8.585392,997.947898,4.123420,18.939808,158.049109,6.295375
117-20131212185645.txt,13,208,543,4535.020888,4492.028704,-0.948004,906.046614,2.003438,15.551069,155.021789,5.354376
1177-20131212171645.txt,13,208,544,4999.354792,4980.484547,-0.377454,916.743657,3.239605,14.598948,137.675754,4.860872
1181-20131101175921.txt,13,208,1262,15645.085363,16296.410971,4.163132,897.209299,2.656398,13.800507,149.516586,5.367696
118-20131209082648.txt,13,208,618,4976.133500,4981.073265,0.099269,987.281424,1.547755,15.036475,147.340065,5.714911
1183-20131212150916.txt,13,208,2014,12549.057244,13283.369940,5.851537,971.427052,4.831887,15.751070,143.462710,5.899953
1184-20131212191106.txt,13,208,721,6042.781684,5966.265206,-1.266246,891.065668,2.881377,16.153976,150.019043,4.901917
1188-20131120211327.txt,13,208,502,5685.226007,5995.657659,5.460322,872.360909,2.383662,15.911835,148.504756,5.431785
119-20131212184224.txt,13,208,1202,8861.867504,8862.408494,0.006105,881.567915,2.521300,14.996139,161.478572,6.620587
1192-20131204192720.txt,13,208,1909,14273.745843,16204.326490,13.525396,909.391403,3.925338,13.718658,144.525349,5.416379
1193-20131212185036.txt,13,208,809,4666.192700,4778.765856,2.412527,960.963798,4.074846,14.748954,142.509316,5.116413
1194-20131212184225.txt,13,208,1869,11956.198104,11909.747700,-0.388505,931.843911,6.621422,29.812109,196.745940,4.925588
1197-20131212165505.txt,13,208,1418,10390.947168,10371.331248,-0.188779,904.703016,2.734749,15.490042,146.490399,5.295473
1198-20131203170243.txt,13,208,1658,11378.665576,11563.831661,1.627309,920.951885,6.143485,13.584874,141.247255,5.033116
1199-20131210182019.txt,13,208,1309,9456.540336,9321.246073,-1.430695,926.739523,3.799818,14.188905,143.356905,5.237027
1200-20131204163124.txt,13,208,1568,11491.395785,11428.727884,-0.545346,935.777489,5.317323,17.344824,157.864786,5.435144
1-20131209181436.txt,13,208,1786,13181.076526,13004.122497,-1.342485,870.464883,4.129443,14.422131,149.271471,5.544373
120-20131026104921.txt,13,208,1437,11990.505014,12051.725126,0.510572,906.837260,4.347365,13.548761,145.974778,5.929553
1206-20131212113121.txt,13,208,915,7478.165573,7424.607185,-0.716197,881.473434,4.735922,15.328082,156.981050,5.362949
1207-20131209161839.txt,13,208,1413,10395.674164,10357.210207,-0.370000,900.986316,3.815534,16.466059,156.868566,5.483460
1209-20131209154128.txt,13,208,1186,8483.608322,8396.634548,-1.025198,890.460535,2.996201,13.899402,141.919590,5.295224
1210-20131212142534.txt,13,208,1496,11761.963942,11625.777000,-1.157859,933.323676,2.540694,15.995619,161.966816,5.956072
121-20131203172121.txt,13,208,1865,6700.088119,9857.221021,47.120767,916.295496,4.436265,15.674528,153.474275,6.015932
1213-20131212183832.txt,13,208,1257,8119.060488,8341.381664,2.738262,903.653994,2.629303,14.155279,142.140472,5.765007
1214-20131207104120.txt,13,208,1539,12293.867337,12224.297686,-0.565889,999.347899,3.632580,15.304040,154.347853,5.682251
1215-20131116110033.txt,13,208,1349,9522.286696,9465.903885,-0.592114,912.598232,4.260520,19.635052,156.485866,5.526888
1216-20131211155413.txt,13,208,1494,12328.919862,12173.518180,-1.260465,914.559694,3.724888,15.370893,157.172510,5.786648
1218-20131210181435.txt,13,208,1936,13921.491336,14552.784905,4.534669,945.630746,5.796939,14.574660,151.704067,5.359084
12-20131212135057.txt,13,208,671,6477.146753,6394.495774,-1.276040,913.256916,2.744141,13.787865,144.627563,6.032555
1220-20131212083939.txt,13,208,387,6094.896718,6123.319366,0.466335,939.836450,2.434669,15.269152,148.343984,5.483119
1221-20131212172528.txt,13,208,1041,6816.725044,7313.594608,7.288978,910.266567,2.309178,13.716410,179.250605,6.218519
122-20131024191333.txt,13,208,1359,10727.738942,10716.066577,-0.108805,967.056773,3.800261,14.150978,166.782352,4.990803
