challenge,tgen,tsplit,tsign,tver,resWithNonces
0,17.651,43.517,30.621,33.737,SUCCESS
1,13.555,28.389,19.471,25.114,SUCCESS
0,14.634,42.085,31.908,34.829,SUCCESS
2,14.512,29.247,18.891,25.907,SUCCESS
1,21.99,41.892,21.693,29.297,SUCCESS
0,13.258,31.2,19.341,23.628,SUCCESS
0,16.156,42.579,26.422,32.76,SUCCESS
0,24.678,42.654,23.905,28.842,SUCCESS
0,10.099,27.118,18.573,22.273,SUCCESS
2,12.475,34.906,25.775,38.283,SUCCESS
2,24.791,46.628,31.29,36.255,SUCCESS
1,10.987,26.144,18.579,23.009,SUCCESS
0,10.58,39.271,25.267,33.207,SUCCESS
2,17.238,43.755,29.035,36.46,SUCCESS
2,15.187,31.112,18.7,28.08,SUCCESS
2,12.41,32.167,18.966,24.582,SUCCESS
2,16.476,48.425,29.361,35.389,SUCCESS
2,12.005,28.479,26.759,25.34,SUCCESS
2,11.454,30.006,18.965,26.343,SUCCESS
0,14.833,64.209,30.157,35.823,SUCCESS
2,19.04,41.665,31.427,28.616,SUCCESS
0,10.979,30.02,19.518,24.263,SUCCESS
2,12.728,44.564,31.2,42.499,SUCCESS
1,17.495,44.013,33.88,43.093,SUCCESS
0,11.27,32.569,19.343,26.136,SUCCESS
0,18.477,44.366,31.418,34.605,SUCCESS
1,10.102,29.231,22.307,33.16,SUCCESS
2,12.604,35.447,22.472,35.321,SUCCESS
1,11.336,28.349,20.342,29.075,SUCCESS
0,16.144,45.013,32.134,38.194,SUCCESS
1,12.483,33.401,26.697,26.963,SUCCESS
0,13.799,39.997,32.683,44.854,SUCCESS
0,16.276,43.096,25.966,30.829,SUCCESS
0,14.218,32.491,20.747,27.628,SUCCESS
2,12.284,34.359,19.742,31.175,SUCCESS
2,16.122,60.7,30.478,41.979,SUCCESS
0,11.615,35.173,24.501,23.564,SUCCESS
2,12.177,38.31,26.377,37.932,SUCCESS
2,11.111,28.729,22.37,33.204,SUCCESS
2,11.848,28.725,18.963,24.872,SUCCESS
1,11.041,32.715,25.242,25.889,SUCCESS
2,20.194,67.386,36.815,41.952,SUCCESS
0,12.049,30.359,20.506,25.801,SUCCESS
2,12.422,27.932,19.186,24.324,SUCCESS
1,15.513,40.469,30.826,41.459,SUCCESS
0,18.495,34.088,27.267,25.961,SUCCESS
0,10.98,30.277,20.025,24.113,SUCCESS
0,13.663,38.737,27.284,30.486,SUCCESS
0,16.19,37.802,25.766,30.797,SUCCESS
1,15.906,36.245,23.013,37.074,SUCCESS
1,14.925,44.711,35.474,43.6,SUCCESS
0,14.88,48.255,35.088,43.765,SUCCESS
0,12.573,38.451,26.353,25.51,SUCCESS
2,15.137,42.672,25.72,36.45,SUCCESS
2,18.407,32.26,20.701,24.097,SUCCESS
1,14.56,29.457,19.576,25.929,SUCCESS
2,12.981,31.07,21.865,28.805,SUCCESS
2,22.886,56.5,39.43,41.324,SUCCESS
0,10.997,29.339,20.147,30.686,SUCCESS
1,11.326,30.412,20.885,30.11,SUCCESS
0,18.19,62.131,31.34,37.037,SUCCESS
2,19.119,32.499,27.332,27.557,SUCCESS
0,11.586,29.147,19.033,21.243,SUCCESS
0,15.749,48.685,35.565,41.703,SUCCESS
1,10.197,26.049,20.354,25.685,SUCCESS
0,14.982,38.247,25.545,26.281,SUCCESS
1,11.712,32.449,21.984,30.176,SUCCESS
0,18.399,44.839,33.016,41.382,SUCCESS
0,12.752,29.486,21.832,26.657,SUCCESS
1,17.529,45.245,30.742,25.782,SUCCESS
1,10.958,29.002,22.199,24.764,SUCCESS
0,20.201,48.566,34.132,45.198,SUCCESS
1,14.583,27.168,19.062,24.024,SUCCESS
0,10.927,37.369,22.218,26.712,SUCCESS
0,12.694,62.834,32.206,37.592,SUCCESS
0,14.717,38.758,28.02,33.163,SUCCESS
1,11.789,32.334,22.436,24.656,SUCCESS
2,18.911,36.23,24.881,38.374,SUCCESS
2,15.365,31.071,18.388,26.413,SUCCESS
1,18.203,45.554,27.295,37.747,SUCCESS
1,10.76,34.885,18.726,26.156,SUCCESS
2,15.437,38.325,25.918,30.611,SUCCESS
1,28.945,37.847,28.694,35.992,SUCCESS
1,13.318,28.601,21.273,29.695,SUCCESS
0,16.625,47.27,32.634,38.596,SUCCESS
1,15.701,49.334,29.845,35.934,SUCCESS
0,12.826,29.909,20.342,22.822,SUCCESS
0,17.861,40.741,28.815,36.087,SUCCESS
0,17.939,38.232,21.531,27.395,SUCCESS
0,12.695,30.58,21.383,24.468,SUCCESS
0,16.639,42.326,25.87,31.884,SUCCESS
0,18.504,43.698,26.891,26.562,SUCCESS
0,12.651,31.063,20.414,24.514,SUCCESS
2,14.251,40.569,25.878,34.464,SUCCESS
2,26.218,40.649,33.403,34.828,SUCCESS
0,12.954,29.155,19.298,21.916,SUCCESS
1,13.1,30.689,21.267,29.988,SUCCESS
2,15.196,41.474,27.821,39.829,SUCCESS
1,14.162,25.401,18.491,22.432,SUCCESS
0,12.416,30.557,18.764,25.926,SUCCESS
2,18.415,49.218,28.952,37.409,SUCCESS
0,14.617,28.765,20.169,26.787,SUCCESS
1,12.1,29.885,20.068,25.656,SUCCESS
2,13.725,40.846,38.912,37.502,SUCCESS
1,17.753,37.084,25.611,34.117,SUCCESS
1,10.445,31.281,18.656,25.121,SUCCESS
2,14.287,39.988,26.307,35.119,SUCCESS
0,12.162,25.194,18.329,23.723,SUCCESS
1,14.131,43.026,25.671,40.947,SUCCESS
1,12.579,40.979,21.315,28.024,SUCCESS
0,20.519,37.348,34.636,31.301,SUCCESS
2,16.783,45.155,34.387,28.504,SUCCESS
2,14.297,30.136,23.907,26.001,SUCCESS
2,16.423,37.085,31.133,30.972,SUCCESS
2,14.826,44.608,22.519,28.875,SUCCESS
1,10.986,28.629,20.152,24.329,SUCCESS
1,40.481,52.73,33.651,36.792,SUCCESS
1,13.169,43.679,31.943,31.939,SUCCESS
1,11.493,29.888,18.94,23.663,SUCCESS
2,22.101,56.497,33.923,39.725,SUCCESS
0,15.588,36.23,22.608,24.306,SUCCESS
2,12.242,28.458,19.578,24.021,SUCCESS
1,13.749,49.165,30.874,41.99,SUCCESS
0,11.331,30.242,18.646,24.658,SUCCESS
1,16.086,37.594,28.856,30.716,SUCCESS
0,23.252,34.749,23.741,28.351,SUCCESS
1,21.736,47.029,31.923,44.245,SUCCESS
0,14.103,37.984,21.67,24.655,SUCCESS
0,17.719,36.015,19.752,25.708,SUCCESS
2,15.511,43.217,27.185,32.876,SUCCESS
1,17.443,43.381,34.085,38.956,SUCCESS
0,11.998,28.446,20.492,23.019,SUCCESS
1,13.094,40.163,27.014,32.196,SUCCESS
0,15.832,48.355,24.465,38.842,SUCCESS
2,12.844,33.128,19.573,25.824,SUCCESS
2,16.207,37.167,25.391,30.399,SUCCESS
2,17.542,45.87,24.943,27.431,SUCCESS
0,12.055,28.779,18.207,23.388,SUCCESS
1,15.521,40.747,25.944,34.411,SUCCESS
2,16.2,47.448,29.914,30.635,SUCCESS
0,13.87,28.11,18.522,22.294,SUCCESS
2,12.368,32.171,25.045,35.87,SUCCESS
1,25.183,42.096,25.973,30.484,SUCCESS
0,11.869,27.773,18.961,27.093,SUCCESS
1,13.963,39.06,27.272,35.572,SUCCESS
0,17.311,33.688,27.217,31.394,SUCCESS
0,11.759,31.925,20.433,21.813,SUCCESS
1,14.743,46.416,26.077,34.385,SUCCESS
0,10.697,36.631,29.571,38.131,SUCCESS
1,12.441,27.161,18.58,24.687,SUCCESS
0,11.12,30.5,20.111,23.572,SUCCESS
2,16.543,53.449,27.717,33.354,SUCCESS
2,12.945,32.76,19.681,26.241,SUCCESS
1,17.06,30.953,19.227,26.535,SUCCESS
2,11.698,29.042,19.513,27.001,SUCCESS
0,20.345,42.19,26.003,31.165,SUCCESS
2,15.096,38.512,24.403,26.693,SUCCESS
2,10.682,32.946,22.073,26.806,SUCCESS
0,15.371,41.574,26.601,36.361,SUCCESS
0,14.136,43.444,41.228,42.064,SUCCESS
0,13.002,30.99,20.586,24.248,SUCCESS
2,13.239,31.253,26.625,32.779,SUCCESS
2,14.617,56.409,25.619,32.135,SUCCESS
2,12.749,27.704,21.351,26.26,SUCCESS
0,12.07,33.782,21.539,27.478,SUCCESS
2,32.158,48.756,27.3,34.509,SUCCESS
1,10.547,24.736,19.376,24.509,SUCCESS
2,14.413,31.342,19.343,24.276,SUCCESS
1,15.784,54.269,27.801,39.773,SUCCESS
1,17.32,36.844,27.638,34.05,SUCCESS
2,12.748,29.42,22.105,24.865,SUCCESS
1,12.862,58.513,28.581,50.86,SUCCESS
2,18.259,39.047,29.679,34.557,SUCCESS
2,11.82,32.194,19.083,25.858,SUCCESS
1,24.079,55.701,30.232,48.88,SUCCESS
1,11.173,29.396,24.43,31.923,SUCCESS
0,17.371,32.362,18.6,26.691,SUCCESS
2,16.904,43.409,32.269,35.647,SUCCESS
2,17.49,36.854,21.213,25.472,SUCCESS
0,10.674,27.418,20.136,21.579,SUCCESS
0,17.802,46.847,30.954,36.478,SUCCESS
0,15.485,41.986,26.477,32.606,SUCCESS
0,9.781,28.541,19.625,23.274,SUCCESS
2,10.721,46.289,28.503,34.719,SUCCESS
2,14.855,38.467,21.484,24.435,SUCCESS
2,11.69,33.578,20.003,30.591,SUCCESS
0,11.356,30.825,21.497,27.581,SUCCESS
2,15.26,30.119,18.803,22.905,SUCCESS
1,15.834,40.815,26.098,36.506,SUCCESS
2,14.363,28.299,20.995,29.826,SUCCESS
2,11.118,27.707,18.257,24.158,SUCCESS
2,18.307,44.266,31.41,35.775,SUCCESS
0,16.548,40.226,21.346,25.331,SUCCESS
1,11.81,30.047,18.745,23.692,SUCCESS
1,14.414,42.047,26.213,33.436,SUCCESS
2,15.948,53.104,34.967,25.968,SUCCESS
1,10.517,36.198,19.105,30.117,SUCCESS
2,17.731,42.257,29.238,34.287,SUCCESS
2,18.755,46.839,21.317,28.313,SUCCESS
1,11.506,29.466,19.037,23.915,SUCCESS
0,15.834,43.967,30.464,34.245,SUCCESS
1,19.938,53.072,23.27,27.992,SUCCESS
1,11.431,30.055,19.476,24.961,SUCCESS
2,16.659,41.964,26.702,35.163,SUCCESS
2,10.948,32.327,24.323,23.968,SUCCESS
0,10.549,25.546,18.6,23.433,SUCCESS
2,22.575,45.002,27.386,31.928,SUCCESS
0,30.75,46.282,34.675,36.161,SUCCESS
2,13.069,29.878,19.733,23.332,SUCCESS
1,15.709,38.609,25.899,33.943,SUCCESS
1,16.006,45.938,33.494,28.808,SUCCESS
0,10.369,30.08,19.061,22.724,SUCCESS
0,14.208,47.733,31.91,35.612,SUCCESS
0,18.612,49.821,30.04,24.486,SUCCESS
0,10.856,27.885,18.522,24.965,SUCCESS
2,20.354,44.83,31.621,43.065,SUCCESS
2,17.37,40.466,32.149,31.207,SUCCESS
1,10.562,26.229,20.693,25.338,SUCCESS
2,15.525,34.761,25.071,33.117,SUCCESS
2,15.505,32.647,19.816,28.387,SUCCESS
2,12.577,34.379,26.779,39.652,SUCCESS
0,17.919,40.558,19.525,23.724,SUCCESS
0,15.696,40.391,28.954,28.216,SUCCESS
1,13.433,28.621,18.741,23.26,SUCCESS
2,11.123,32.873,25.996,46.283,SUCCESS
2,14.436,40.622,30.018,36.729,SUCCESS
0,10.547,28.115,23.602,20.504,SUCCESS
1,12.965,51.772,22.741,33.045,SUCCESS
2,16.513,33.134,25.927,31.09,SUCCESS
0,16.771,29.326,18.034,22.663,SUCCESS
2,11.881,33.791,24.346,44.11,SUCCESS
1,14.921,40.092,29.371,31.913,SUCCESS
2,12.668,35.505,26.954,30.575,SUCCESS
2,12.784,39.104,25.429,34.406,SUCCESS
1,19.498,34.899,19.285,28.673,SUCCESS
0,19.236,28.187,21.632,26.948,SUCCESS
2,11.382,33.701,18.847,23.988,SUCCESS
0,16.776,40.102,27.446,32.096,SUCCESS
0,17.375,40.597,22.885,25.14,SUCCESS
2,13.175,28.639,19.301,24.825,SUCCESS
2,15.253,40.4,26.99,34.356,SUCCESS
2,24.421,39.81,26.62,43.908,SUCCESS
0,11.671,30.186,19.407,22.951,SUCCESS
2,15.273,40.161,26.36,31.541,SUCCESS
1,14.816,50.165,29.182,30.221,SUCCESS
1,11.121,35.935,24.334,34.621,SUCCESS
0,18.082,47.392,33.222,31.377,SUCCESS
1,14.84,33.467,20.841,30.511,SUCCESS
1,10.682,28.648,21.222,26.826,SUCCESS
1,15.547,54.641,30.632,32.984,SUCCESS
1,10.986,28.126,19.396,27.534,SUCCESS
1,11.323,33.069,21.301,28.064,SUCCESS
1,17.344,53.523,40.323,52.429,SUCCESS
1,13.516,33.87,26.004,33.211,SUCCESS
1,14.637,33.394,21.695,29.425,SUCCESS
1,19.915,53.182,35.815,44.499,SUCCESS
0,11.873,36.209,28.199,27.791,SUCCESS
2,14.77,31.004,21.743,26.876,SUCCESS
0,18.125,47.61,31.353,37.28,SUCCESS
1,17.462,48.685,25.196,27.058,SUCCESS
2,16.383,47.534,27.735,32.658,SUCCESS
2,18.882,48.158,34.127,28.861,SUCCESS
0,16.711,47.588,33.154,33.663,SUCCESS
1,15.029,39.989,22.446,29.756,SUCCESS
1,19.21,43.978,31.241,38.105,SUCCESS
2,19.328,56.272,32.701,35.169,SUCCESS
0,12.848,31.723,19.706,26.176,SUCCESS
0,19.76,51.25,35.815,39.794,SUCCESS
0,20.931,46.984,23.026,43.204,SUCCESS
2,26.557,52.547,32.002,44.857,SUCCESS
0,19.059,43.677,31.126,34.98,SUCCESS
2,15.031,36.633,20.004,27.43,SUCCESS
1,14.57,43.714,33.58,46.703,SUCCESS
1,19.42,46.373,28.834,41.407,SUCCESS
2,11.716,29.592,19.299,25.088,SUCCESS
2,14.965,40.744,30.465,35.473,SUCCESS
1,14.013,36.433,21.264,33.958,SUCCESS
1,12.283,29.834,20.622,27,SUCCESS
1,10.246,31.063,20.452,26.438,SUCCESS
0,26.984,51.907,31.151,36.345,SUCCESS
1,10.757,29.4,22.294,27.888,SUCCESS
2,11.36,29.419,26.506,40.213,SUCCESS
0,17.263,55.498,41.923,46.181,SUCCESS
2,13.17,32.681,19.524,25.322,SUCCESS
0,12.67,34.874,25.566,31.275,SUCCESS
2,16.26,46.193,30.901,35.437,SUCCESS
2,15.119,32.773,21.398,28.099,SUCCESS
2,10.982,30.725,19.893,36.686,SUCCESS
0,16.725,47.404,23.698,25.789,SUCCESS
2,11.076,26.751,18.699,22.958,SUCCESS
1,11.546,31.441,20.113,24.716,SUCCESS
1,16.644,65.558,30.549,39.342,SUCCESS
2,15.859,35.954,18.552,25.184,SUCCESS
1,11.821,30.286,19.014,24.181,SUCCESS
1,12.85,31.295,36.086,38.915,SUCCESS
0,14.452,41.922,25.94,31.164,SUCCESS
1,12.351,29.288,19.344,25.976,SUCCESS
1,11.479,50.331,23.053,28.633,SUCCESS
0,14.401,40.322,27.763,32.013,SUCCESS
0,11.656,32.579,18.635,22.41,SUCCESS
2,14.107,36.171,20.507,27.618,SUCCESS
0,14.737,39.592,28.884,30.09,SUCCESS
2,18.895,47.366,46.01,31.362,SUCCESS
2,16.309,47.662,23.824,28.762,SUCCESS
2,17.778,38.214,30.905,30.259,SUCCESS
2,13.1,37.146,35.086,51.128,SUCCESS
0,12.649,30.682,24.024,26.695,SUCCESS
0,13.846,32.193,25.926,32.28,SUCCESS
2,19.281,47.701,35.478,39.387,SUCCESS
0,13.381,28.435,18.702,23.468,SUCCESS
2,12.743,38.571,25.82,35.489,SUCCESS
0,16.645,56.997,32.295,48.028,SUCCESS
1,13.381,30.736,18.886,25.544,SUCCESS
0,14.154,36.851,25.923,31.285,SUCCESS
2,23.571,55.496,30.427,38.567,SUCCESS
2,12.482,33.67,19.579,24.703,SUCCESS
0,16.665,53.431,28.591,37.143,SUCCESS
0,17.168,48.433,28.3,34.542,SUCCESS
0,11.311,30.732,19.981,22.944,SUCCESS
1,14.306,37.314,29.928,30.461,SUCCESS
1,17.627,57.599,28.229,25.797,SUCCESS
1,16.458,32.669,24.483,35.923,SUCCESS
0,14.83,29.047,20.474,28.305,SUCCESS
2,27.54,31.443,25.779,35.618,SUCCESS
1,13.952,35.996,24.995,33.137,SUCCESS
1,11.384,37.325,20.916,24.705,SUCCESS
0,29.666,34.31,28.3,45.531,SUCCESS
2,18.016,38.754,29.122,36.881,SUCCESS
0,14.989,26.813,21.868,24.724,SUCCESS
2,12.951,44.862,31.858,31.439,SUCCESS
0,20.048,50.024,41.871,36.33,SUCCESS
1,12.602,32.173,20.097,23.878,SUCCESS
1,12.069,29.294,19.767,24.368,SUCCESS
1,25.199,38.114,27.059,39.245,SUCCESS
1,17.324,34.932,20.257,25.791,SUCCESS
0,16.671,44.803,21.694,22.579,SUCCESS
2,17.674,44.078,28.902,38.248,SUCCESS
0,14.524,37.653,29.708,34.129,SUCCESS
0,11.152,27.609,20.242,23.8,SUCCESS
1,10.813,29.222,18.881,42.924,SUCCESS
2,20.522,53.786,31.842,44.455,SUCCESS
1,14.663,29.531,20.047,25.077,SUCCESS
2,16.219,52.271,30.825,44.84,SUCCESS
0,18.282,45.951,28.718,33.605,SUCCESS
2,14.412,35.105,22.053,27.557,SUCCESS
2,14.613,40.405,27.616,43.125,SUCCESS
1,24.496,53.325,36.257,44.282,SUCCESS
1,11.971,28.704,19.354,24.731,SUCCESS
2,14.803,39.471,33.881,30.395,SUCCESS
2,22.491,44.156,26.33,26.757,SUCCESS
0,11.232,30.284,19.014,22.451,SUCCESS
2,19.429,47.16,31.951,37.252,SUCCESS
0,12.971,32.957,19.952,26.953,SUCCESS
2,19.043,44.771,25.633,30.699,SUCCESS
1,13.145,33.002,20.972,26.637,SUCCESS
2,15.749,39.086,28.884,36.292,SUCCESS
0,16.205,32.298,20.081,26.311,SUCCESS
1,13.231,32.483,22.109,27.617,SUCCESS
0,25.994,51.64,32.097,40.622,SUCCESS
1,18.66,34.217,19.409,24.715,SUCCESS
1,11.129,30.12,20.847,30.714,SUCCESS
1,23.866,47.699,32.507,32.834,SUCCESS
2,11.544,29.008,18.926,25.038,SUCCESS
2,11.695,37.301,30.432,31.286,SUCCESS
2,19.687,31.687,21.738,32.049,SUCCESS
0,16.019,34.141,19.79,22.98,SUCCESS
0,12.722,30.959,19.059,22.428,SUCCESS
1,16.314,54.248,36.9,41.783,SUCCESS
0,16.916,35.967,23.631,25.817,SUCCESS
0,12.137,29.037,20.573,24.904,SUCCESS
0,11.911,50.532,25.573,38.782,SUCCESS
1,15.713,43.516,31.765,33.405,SUCCESS
2,11.235,30.833,20.346,26.818,SUCCESS
1,12.046,38.605,32.245,40.848,SUCCESS
1,18.594,43.926,30.441,42.231,SUCCESS
0,10.576,30.454,26.127,26.415,SUCCESS
1,10.889,26.621,20.133,23.999,SUCCESS
2,16.756,53.322,28.941,44.479,SUCCESS
1,19,26.816,18.875,24.032,SUCCESS
1,12.244,30.229,22.191,31.724,SUCCESS
2,15.789,40.292,23.874,29.311,SUCCESS
0,17.451,35.421,26.216,27.908,SUCCESS
1,10.715,30.382,19.368,24.989,SUCCESS
1,12.559,32.911,23.882,45.358,SUCCESS
0,17.243,37.478,28.884,33.521,SUCCESS
2,10.632,36.023,19.622,25.09,SUCCESS
2,15.534,47.618,28.772,35.098,SUCCESS
0,15.665,39.433,26.718,31.695,SUCCESS
0,14.909,37.18,21.303,26.043,SUCCESS
0,12.776,36.33,27.104,31.818,SUCCESS
1,14.716,43.258,31.76,39.022,SUCCESS
1,14.786,33.516,19.172,23.284,SUCCESS
2,12.31,29.542,19.129,27.15,SUCCESS
0,18.6,61.429,34.032,40.289,SUCCESS
2,13.336,31.46,25.9,35.808,SUCCESS
2,14.292,44.053,30.584,37.826,SUCCESS
1,28.07,59.223,34.848,42.995,SUCCESS
2,11.746,30.04,20.613,24.165,SUCCESS
1,14.099,38.027,27.795,35.694,SUCCESS
0,18.312,42.079,26.847,36.257,SUCCESS
0,11.445,29.176,19.697,22.305,SUCCESS
0,11.759,34.602,26.745,32.058,SUCCESS
1,22.602,31.633,20.942,25.697,SUCCESS
1,16.456,42.746,26.285,31.618,SUCCESS
0,10.916,30.376,19.362,23.051,SUCCESS
2,11.742,30.027,21.713,30.888,SUCCESS
1,17.403,39.206,26.66,29.571,SUCCESS
0,14.535,33.663,19.985,32.398,SUCCESS
1,15.582,34.784,19.285,25.818,SUCCESS
1,10.816,30.951,20.604,24.88,SUCCESS
0,15.225,42.408,26.592,36.27,SUCCESS
1,13.674,35.625,27.087,37.936,SUCCESS
2,11.122,31.59,24.634,35.464,SUCCESS
2,17.821,40.361,26.148,34.205,SUCCESS
2,11.524,31.718,21.286,27.567,SUCCESS
0,11.454,28.415,19.047,22.193,SUCCESS
0,17.315,39.313,26.409,33.809,SUCCESS
1,15.97,45.918,25.49,29.604,SUCCESS
0,12.797,31.435,19.632,22.061,SUCCESS
2,16.467,53.326,33.372,31.906,SUCCESS
2,27.481,43.836,25.761,29.782,SUCCESS
0,10.782,29.35,19.436,23.696,SUCCESS
1,15.464,43.153,25.895,38.417,SUCCESS
2,23.481,50.455,34.241,39.786,SUCCESS
0,14.469,27.21,19.04,24.127,SUCCESS
1,11.032,30.365,23.225,31.843,SUCCESS
1,15.958,68.569,30.552,39.438,SUCCESS
0,12.552,25.367,19.578,23.175,SUCCESS
1,11.064,36.665,18.722,24.918,SUCCESS
1,16.591,52.153,28.982,35.107,SUCCESS
0,15.974,40.879,25.824,30.148,SUCCESS
2,11.85,30.186,18.538,26.43,SUCCESS
2,12.048,50.806,28.765,53.418,SUCCESS
0,15.375,38.755,27.805,34.573,SUCCESS
2,15.788,29.877,18.999,24.236,SUCCESS
1,15.93,44.506,31.854,36.364,SUCCESS
0,15.754,39.079,26.742,32.457,SUCCESS
0,11.126,32.626,20.197,25.746,SUCCESS
1,11.974,38.517,24.995,35.439,SUCCESS
1,14.206,36,26.276,31.635,SUCCESS
0,12.572,33.681,18.698,23.153,SUCCESS
1,10.941,30.06,19.368,24.536,SUCCESS
0,14.999,43.25,31.716,31.049,SUCCESS
1,15.536,38.839,28.52,26.859,SUCCESS
1,12.809,29.917,18.287,24.33,SUCCESS
1,10.376,46.482,31.793,32.307,SUCCESS
2,12.947,28.369,18.616,26.644,SUCCESS
1,13.852,40.018,18.72,23.482,SUCCESS
0,14.521,26.079,21.135,26.049,SUCCESS
0,17.353,52.109,29.262,31.601,SUCCESS
2,16.043,38.3,26.537,31.726,SUCCESS
2,21.984,30.34,20.064,24.347,SUCCESS
0,15.856,33.26,25.555,38.634,SUCCESS
0,21.196,52.233,38.536,52.87,SUCCESS
1,12.294,29.222,19.249,24.868,SUCCESS
1,12.557,32.44,27.477,33.729,SUCCESS
0,23.56,34.976,29.129,38.952,SUCCESS
2,10.52,27.105,18.791,24.372,SUCCESS
2,10.705,28.023,20.631,28.157,SUCCESS
1,16.882,40.5,26.913,34.524,SUCCESS
1,16.28,31.869,21.494,28.644,SUCCESS
0,18.338,40.391,28.99,33.839,SUCCESS
1,17.498,37.03,20.136,26.137,SUCCESS
0,14.485,41.94,28.101,32.609,SUCCESS
0,12.498,31.353,21.37,25.94,SUCCESS
0,15.169,41.361,32.581,30.734,SUCCESS
0,15.598,40.14,27.638,32.945,SUCCESS
2,14.593,47.004,21.995,29.132,SUCCESS
2,16.56,42.765,29.005,37.476,SUCCESS
2,14.842,40.357,26.238,35.713,SUCCESS
2,11.601,31.185,23.788,26.669,SUCCESS
1,19.068,49.078,38.345,40.647,SUCCESS
1,13.792,28.938,23.054,27.93,SUCCESS
0,10.406,34.601,19.676,23.705,SUCCESS
2,11.661,40.135,27.961,35.239,SUCCESS
1,16.204,54.41,28.766,35.569,SUCCESS
1,15.402,29.52,19.672,27.317,SUCCESS
1,10.991,31.47,24.487,35,SUCCESS
0,15.047,68.294,42.772,50.624,SUCCESS
1,11.492,26.361,20.088,24.604,SUCCESS
1,16.605,42.599,27.597,39.757,SUCCESS
0,20.158,58.477,37.666,29.995,SUCCESS
0,11.467,26.88,21.536,24.022,SUCCESS
2,17.837,41.439,39.211,42.664,SUCCESS
0,14.888,38.194,29.89,25.604,SUCCESS
2,13.621,29.276,21.201,26.434,SUCCESS
0,27.01,50.528,31.499,35.48,SUCCESS
0,16.135,42.671,25.971,30.605,SUCCESS
0,11.611,29.888,19.401,24.161,SUCCESS
0,12.028,47.731,29.289,37.852,SUCCESS
1,19.968,43.706,28.498,31.772,SUCCESS
1,12.929,31.432,20.866,25.019,SUCCESS
0,10.964,44.292,33.179,37.7,SUCCESS
0,14.899,37.761,28.474,33.066,SUCCESS
0,14.108,29.613,23.195,23.991,SUCCESS
1,11.991,41.287,27.186,35.559,SUCCESS
2,15.664,50.3,20.544,25.723,SUCCESS
1,12.503,37.874,26.974,36.203,SUCCESS
2,11.569,26.875,18.997,24.292,SUCCESS
2,11.185,27.075,22.565,32.241,SUCCESS
0,22.139,43.955,28.399,34.53,SUCCESS
0,11.274,28.997,25.016,30.471,SUCCESS
2,23.308,66.373,35.791,51.427,SUCCESS
1,15.515,39.522,25.364,32.056,SUCCESS
0,11.343,36.889,23.204,27.298,SUCCESS
0,13.267,39.428,32.35,37.41,SUCCESS
0,16.679,46.43,30.517,34.01,SUCCESS
0,11.549,27.886,18.646,23.477,SUCCESS
0,11.148,34.315,26.502,31.461,SUCCESS
1,18.332,42.762,30.038,42.827,SUCCESS
1,12.55,32.297,25.031,31.207,SUCCESS
2,17.686,36.891,30.156,31.389,SUCCESS
0,11.583,28.346,20.188,22.507,SUCCESS
0,15.237,38.694,25.376,37.751,SUCCESS
0,13.979,41.564,22.755,25.379,SUCCESS
2,11.451,44.87,26.38,32.015,SUCCESS
2,16.258,37.745,27.699,35.917,SUCCESS
0,15.399,45.32,19.561,24.727,SUCCESS
1,11.53,31.742,19.13,32.345,SUCCESS
1,19.204,47.753,29.313,32.91,SUCCESS
0,15.025,32.99,19.331,25.773,SUCCESS
0,12.111,31.452,25.433,30.62,SUCCESS
1,18.606,45.778,31.467,42.04,SUCCESS
1,13.096,31.378,19.063,24.405,SUCCESS
2,10.746,28.106,20.903,25.932,SUCCESS
1,15.957,40.457,37.631,59.224,SUCCESS
2,21.253,47.309,26.704,27.016,SUCCESS
1,10.543,30.385,20.854,29.056,SUCCESS
0,17.684,49.1,22.744,21.968,SUCCESS
2,11.537,36.335,26.601,33.423,SUCCESS
1,11.894,33.394,21.128,26.439,SUCCESS
0,11.907,33.116,21.222,29.625,SUCCESS
1,37.082,59.175,37.243,50.982,SUCCESS
2,14.943,31.39,19.536,24.765,SUCCESS
2,18.347,40.04,25.896,34.587,SUCCESS
0,19.287,42.574,25.225,24.76,SUCCESS
0,11.017,32.193,24.936,27.301,SUCCESS
0,14.667,43.305,28.509,30.911,SUCCESS
0,14.084,40.966,31.687,32.383,SUCCESS
2,11.263,33.048,18.484,25.799,SUCCESS
1,13.784,46.53,34.455,43.497,SUCCESS
0,20.024,52.965,29.533,36.656,SUCCESS
0,9.738,26.216,19.422,22.049,SUCCESS
0,14.541,31.926,25.131,35.432,SUCCESS
2,20.286,45.943,25.723,25.701,SUCCESS
1,17.213,41.78,27.516,33.931,SUCCESS
0,13.797,29.709,20.89,25.352,SUCCESS
2,16.715,46.303,26.028,35.249,SUCCESS
1,18.035,47.762,32.781,36.989,SUCCESS
2,12.96,27.782,18.913,24.785,SUCCESS
2,20.31,43.532,41.916,43.566,SUCCESS
0,14.475,35.315,19.787,25.666,SUCCESS
0,14.608,34.218,20.406,24.378,SUCCESS
2,19.695,43.19,29.923,37.855,SUCCESS
2,18.577,47.331,28.596,42.678,SUCCESS
2,11.085,27.019,21.66,42.407,SUCCESS
0,14.848,41.526,28.417,34.475,SUCCESS
0,17.397,40.36,19.538,22.949,SUCCESS
0,13.825,29.573,21.405,24.284,SUCCESS
