challenge,tgen,tsplit,tsign,tver,resWithNonces
0,80.992,199.13,223.258,207.477,SUCCESS
1,84.358,176.358,222.833,246.243,SUCCESS
0,81.907,176.651,222.492,208.909,SUCCESS
1,76.339,182.247,224.396,243.132,SUCCESS
1,80.159,187.656,219.723,241.28,SUCCESS
0,79.191,185.976,214.209,212.827,SUCCESS
0,74.398,187.627,237.9,199.558,SUCCESS
1,83.005,182.455,212.882,250.235,SUCCESS
0,77.198,184.697,213.835,212.935,SUCCESS
0,76.648,203.034,217.126,216.071,SUCCESS
2,76.895,176.492,213.506,260.535,SUCCESS
2,79.531,178.865,214.165,255.803,SUCCESS
2,82.822,192.699,212.91,248.789,SUCCESS
0,76.693,174.792,214.845,216.132,SUCCESS
2,78.947,174.843,217.649,248.187,SUCCESS
2,80.472,176.513,212.993,244.166,SUCCESS
0,85.645,186.595,223.255,207.049,SUCCESS
2,79.113,183.455,217.176,239.965,SUCCESS
1,77.603,178.127,221.043,250.552,SUCCESS
2,74.698,173.407,259.382,249.248,SUCCESS
0,80.57,191.425,219.438,213.149,SUCCESS
0,79.678,179.435,217.982,213.049,SUCCESS
0,77.472,164.938,216.336,218.759,SUCCESS
0,74.436,187.675,216.972,243.727,SUCCESS
0,74.323,171.065,215.649,217.592,SUCCESS
2,77.389,168.912,220.281,237.427,SUCCESS
0,83.662,204.405,229.097,215.045,SUCCESS
1,81.218,189.52,215.408,236.099,SUCCESS
0,81.19,175.763,217.825,203.287,SUCCESS
2,74.768,170.642,214.683,253.8,SUCCESS
2,83.142,182.655,229.401,243.102,SUCCESS
2,73.433,196.776,218.754,252.022,SUCCESS
0,77.245,192.73,222.775,212.671,SUCCESS
1,82.807,201.271,222.177,241.578,SUCCESS
0,80.326,191.663,214.708,205.556,SUCCESS
2,77.861,193.988,220.124,241.317,SUCCESS
2,81.693,178.119,217.351,249.557,SUCCESS
2,80.527,181.548,229.827,242.219,SUCCESS
2,77.151,196.077,218.291,246.513,SUCCESS
0,84.734,178.567,218.881,216.557,SUCCESS
2,76.152,193.485,220.215,239.545,SUCCESS
0,84.55,200.454,230.538,211.152,SUCCESS
2,75.777,191.868,217.279,234.465,SUCCESS
1,77.983,175.752,226.963,246.959,SUCCESS
2,76.858,189.726,223.509,250.151,SUCCESS
0,76.804,171.978,218.875,201.751,SUCCESS
2,75.579,187.502,214.951,234.678,SUCCESS
0,79.951,194.549,222.801,207.431,SUCCESS
1,75.486,182.006,225.718,235.912,SUCCESS
2,74.849,167.839,216.71,258.581,SUCCESS
0,80.078,194.999,214.105,211.498,SUCCESS
2,72.516,181.744,214.982,259.081,SUCCESS
1,84.853,185.706,213.982,267.161,SUCCESS
0,83.477,166.447,212.252,220.336,SUCCESS
1,75.442,182.648,215.718,257.26,SUCCESS
2,77.41,180.265,224.606,248.506,SUCCESS
0,78.491,200.691,224.932,204.939,SUCCESS
0,82.711,178.077,218.861,208.868,SUCCESS
1,79.641,183.583,215.54,247.029,SUCCESS
2,77.965,184.529,245.548,244.53,SUCCESS
2,71.911,170.783,217.329,251.794,SUCCESS
2,74.669,172.854,219.277,252.17,SUCCESS
0,80.771,181.745,224.691,199.103,SUCCESS
1,73.598,171.272,222.299,246.155,SUCCESS
0,77.154,175.808,251.17,214.917,SUCCESS
0,75.095,202.248,246.381,208.804,SUCCESS
2,78.559,191.223,222.726,238.967,SUCCESS
2,77.569,175.904,251.618,239.081,SUCCESS
2,83.557,185.91,222.424,237.402,SUCCESS
0,79.813,176.973,221.671,214.605,SUCCESS
2,84.299,178.191,210.22,249.052,SUCCESS
0,78.884,181.317,228.167,205.482,SUCCESS
1,80.614,182.164,231.376,250.839,SUCCESS
1,86.147,185.447,227.335,238.069,SUCCESS
2,79.593,192.592,223.428,242.211,SUCCESS
1,80.782,185.134,226.937,241.018,SUCCESS
0,79.907,208.665,222.314,214.374,SUCCESS
0,76.055,188.885,213.139,215.232,SUCCESS
2,76.378,187.121,219.791,235.45,SUCCESS
1,76.096,177.111,217.916,252.818,SUCCESS
2,83.68,182.9,219.979,241.4,SUCCESS
1,77.596,188.386,214.79,247.214,SUCCESS
1,80.86,190.471,218.77,234.838,SUCCESS
2,76.305,165.883,213.929,253.182,SUCCESS
2,74.688,177.313,213.14,250.235,SUCCESS
2,71.101,194.206,217.327,253.768,SUCCESS
1,81.64,180.7,220.626,247.476,SUCCESS
1,79.159,184,217.344,239.698,SUCCESS
0,77.639,185.904,250.666,208.796,SUCCESS
0,80.038,192.798,224.97,199.391,SUCCESS
2,77.752,190.661,215.599,241.364,SUCCESS
0,77.806,197.119,215.573,208.506,SUCCESS
1,77.458,181.173,211.677,254.814,SUCCESS
0,79.638,178.178,217.846,200.905,SUCCESS
1,70.69,178.074,212.488,248.46,SUCCESS
1,73.007,173.839,218.878,244.356,SUCCESS
2,75.294,188.843,216.724,238.992,SUCCESS
1,78.932,183.226,216.803,242.352,SUCCESS
0,77.111,187.699,211.985,215.251,SUCCESS
0,75.167,179.127,213.43,216.245,SUCCESS
0,72.746,181.609,213.874,227.585,SUCCESS
0,79.112,190.797,214.184,216.667,SUCCESS
2,73.618,180.616,215.963,252.238,SUCCESS
2,76.8,172.039,209.108,263.044,SUCCESS
2,83.824,175.523,212.252,258.284,SUCCESS
0,76.726,177.57,211.858,215.452,SUCCESS
1,79.968,193.596,211.847,245.199,SUCCESS
2,78.64,185.555,263.189,247.245,SUCCESS
0,80.143,172.667,219.179,199.943,SUCCESS
2,73.808,195.35,216.044,247.724,SUCCESS
0,77.797,181.206,214.402,209.396,SUCCESS
2,81.719,182.209,217.61,243.91,SUCCESS
2,81.756,191.742,214.93,236.347,SUCCESS
1,74.762,174.346,223.169,236.434,SUCCESS
0,84.058,193.342,235.013,222.261,SUCCESS
0,79.857,176.962,213.122,202.009,SUCCESS
0,77.269,196.523,214.746,216.213,SUCCESS
0,79.057,191.152,220.267,216.745,SUCCESS
0,75.228,191.992,214.348,209.724,SUCCESS
2,80.669,184.523,213.548,245.524,SUCCESS
2,80.972,176.237,218.129,248.27,SUCCESS
0,83.227,185.312,210.72,205.77,SUCCESS
0,83.747,193.152,212.346,207.113,SUCCESS
1,75.398,174.093,220.37,245.452,SUCCESS
2,90.727,187.882,215.724,248.247,SUCCESS
2,75.713,171.125,213.69,259.2,SUCCESS
0,75.406,178.694,213.368,219.736,SUCCESS
2,77.839,166.489,211.718,248.479,SUCCESS
1,80.667,172.124,222.257,255.915,SUCCESS
0,81.507,177.799,241.601,199.693,SUCCESS
2,76.342,199.23,220.542,236.831,SUCCESS
0,74.301,178.375,217.969,215.789,SUCCESS
0,79.641,177.181,213.886,223.792,SUCCESS
0,75.845,194.12,224.532,206.1,SUCCESS
1,76.968,179.241,233.56,240.308,SUCCESS
1,81.158,188.158,226.208,246.089,SUCCESS
1,73.015,170.807,215.801,242.005,SUCCESS
0,80.152,179.553,212.291,205.513,SUCCESS
1,72.545,184.5,235.392,245.557,SUCCESS
2,74.015,177.155,212.795,252.954,SUCCESS
2,90.501,225.291,213.342,240.811,SUCCESS
2,79.265,171.148,217.359,252.654,SUCCESS
2,78.173,188.927,217.283,243.094,SUCCESS
2,81.047,180.931,212.388,244.774,SUCCESS
2,84.581,193.524,215.572,236.361,SUCCESS
0,76.001,174.941,213.567,209.011,SUCCESS
2,76.51,174.591,213.59,254.178,SUCCESS
0,80.864,195.857,214.288,209.711,SUCCESS
0,82.931,177.32,211.211,206.029,SUCCESS
1,87.664,173.99,218.633,240.637,SUCCESS
2,76.315,187.378,213.756,244.546,SUCCESS
1,73.788,176.819,216.484,243.715,SUCCESS
0,77.861,182.71,228.021,209.478,SUCCESS
2,78.783,196.698,236.491,234.291,SUCCESS
1,78.087,186.907,222.534,239.102,SUCCESS
2,77.504,187.354,225.002,250.303,SUCCESS
1,72.926,174.476,218.493,269.452,SUCCESS
1,79.331,203.174,212.284,255.343,SUCCESS
1,81.921,195.784,224.545,248.891,SUCCESS
1,77.038,176.992,225.624,245.24,SUCCESS
1,85.64,198.515,222.534,242.583,SUCCESS
1,77.189,189.538,213.194,250.662,SUCCESS
2,81.836,190.822,218.519,238.488,SUCCESS
1,70.712,171.673,214.73,251.994,SUCCESS
1,76.414,184.814,218.142,252.166,SUCCESS
1,75.521,179.069,217.74,244.234,SUCCESS
2,81.02,174.655,216.715,248.614,SUCCESS
2,78.708,210.458,234.09,252.309,SUCCESS
1,76.293,184.889,210.73,257.201,SUCCESS
2,83.671,190.674,289.201,283.064,SUCCESS
0,79.092,168.26,227.592,208.475,SUCCESS
1,74.756,181.62,217.065,252.956,SUCCESS
0,77.728,178.186,211.867,217.085,SUCCESS
0,75.21,187.067,225.577,204.469,SUCCESS
2,75.307,180.297,221.821,249.623,SUCCESS
2,83.146,182.86,226.729,241.005,SUCCESS
0,80.721,187.137,227.438,213.621,SUCCESS
2,78.405,172.402,219.822,257.453,SUCCESS
0,77.619,188.821,219.161,216.32,SUCCESS
0,81.903,178.07,216.669,213.614,SUCCESS
2,74.518,181.02,221.77,252.443,SUCCESS
1,78.331,194.479,213.679,255.087,SUCCESS
1,80.163,169.428,210.113,302.899,SUCCESS
1,76.936,186.908,216.173,250.063,SUCCESS
1,76.989,203.891,218.223,242.357,SUCCESS
0,86.438,185.248,236.296,210.952,SUCCESS
1,75.365,177.553,219.286,258.501,SUCCESS
0,75.772,174.531,221.323,212.559,SUCCESS
1,73.991,185.774,212.971,253.875,SUCCESS
2,79.819,170.006,231.084,256.106,SUCCESS
1,82.048,182.669,213.957,242.025,SUCCESS
2,81.431,187.329,218.559,243.99,SUCCESS
1,76.806,187.904,217.233,264.849,SUCCESS
1,76.599,186.649,222.191,250.323,SUCCESS
1,81.071,182.864,224.452,258.612,SUCCESS
1,84.684,192.049,211.536,229.487,SUCCESS
1,79.448,196.706,210.388,239.242,SUCCESS
2,77.203,175.741,212.233,249.56,SUCCESS
2,78.95,188.844,220.407,237.137,SUCCESS
1,75.446,180.53,217.234,253.357,SUCCESS
0,78.024,194.36,222.676,207.862,SUCCESS
0,89.778,186.604,224.983,211.515,SUCCESS
0,73.116,206.669,221.7,217.214,SUCCESS
2,87.492,212.754,216.323,237.02,SUCCESS
2,73.88,176.064,208.939,253.587,SUCCESS
1,78.465,180.219,222.928,243.632,SUCCESS
2,71.511,191.559,216.256,250.453,SUCCESS
1,73.181,174.904,212.553,253.449,SUCCESS
1,78.226,199.331,212.405,254.348,SUCCESS
1,83.061,180.152,230.297,252.411,SUCCESS
2,80.362,190.483,220.076,242.127,SUCCESS
1,78.596,181.397,270.404,231.896,SUCCESS
0,78.425,187.249,220.869,209.387,SUCCESS
1,71.284,168.766,221.809,244.731,SUCCESS
1,70.619,170.205,218.989,263.606,SUCCESS
2,72.742,180.959,225.304,236.004,SUCCESS
0,73.651,177.379,218.368,221.015,SUCCESS
1,77.236,166.745,217.12,250.015,SUCCESS
0,74.299,183.778,216.917,205.53,SUCCESS
1,75.338,182.415,224.352,250.818,SUCCESS
0,76.163,199.39,230.114,207.245,SUCCESS
2,82.839,180.935,236.684,248.105,SUCCESS
1,73.571,180.864,217.484,251.619,SUCCESS
1,79.938,178.677,258.007,240.777,SUCCESS
2,79.707,210.534,218.034,247.961,SUCCESS
0,76.59,192.218,220.974,196.948,SUCCESS
1,78.81,185.833,215.354,245.108,SUCCESS
2,73.879,201.501,246.346,231.954,SUCCESS
0,84.216,191.544,215.178,200.514,SUCCESS
2,79.718,175.736,221.446,247.145,SUCCESS
1,83.238,181.012,220.629,248.44,SUCCESS
0,83.702,195.764,215.372,209.462,SUCCESS
2,83.055,224.408,225.168,239.189,SUCCESS
0,75.816,169.281,214.992,209.545,SUCCESS
0,74.334,177.239,214.536,216.673,SUCCESS
2,87.872,196.654,215.971,244.768,SUCCESS
0,76.027,167.444,224.754,226.284,SUCCESS
0,77.82,180.566,218.909,217.647,SUCCESS
1,74.085,180.431,215.057,242.231,SUCCESS
2,78.322,182.712,222.739,251.699,SUCCESS
1,79.249,188.773,226.157,251.527,SUCCESS
2,76.046,187.34,217.204,239.642,SUCCESS
0,79.645,194.777,238.013,207.185,SUCCESS
1,72.718,178.447,231.918,243.505,SUCCESS
2,80.902,191.731,236.385,241.122,SUCCESS
2,80.999,185.383,211.829,251.948,SUCCESS
0,82.989,199.417,214.692,208.489,SUCCESS
1,77.679,195.824,214.783,238.894,SUCCESS
0,85.356,183.64,216.612,218.968,SUCCESS
1,76.434,181.642,222.095,240.197,SUCCESS
1,78.27,198.445,218.215,257.047,SUCCESS
2,83.406,204.419,214.416,238.095,SUCCESS
1,74.343,168.618,216.302,249.722,SUCCESS
0,86.958,177.448,225.297,201.248,SUCCESS
2,78.773,194.174,215.313,231.419,SUCCESS
0,74.4,182.136,218.363,210.981,SUCCESS
0,77.362,192.681,236.004,213.019,SUCCESS
1,77.95,182.033,224.159,257.003,SUCCESS
1,77.314,182.653,221.275,239.468,SUCCESS
1,76.064,184.869,260.065,233.13,SUCCESS
1,75.292,172.332,220.167,250.95,SUCCESS
1,79.897,195.804,214.304,248.07,SUCCESS
0,74.97,184.694,222.639,207.959,SUCCESS
0,74.436,180.78,220.557,221.365,SUCCESS
0,75.721,181.801,218.349,212.041,SUCCESS
2,75.347,173.404,216.61,248.435,SUCCESS
2,87.3,199.555,220.361,254.391,SUCCESS
2,85.807,178.798,214.594,246.842,SUCCESS
0,75.931,187.841,227.236,207.89,SUCCESS
0,75.909,176.337,211.38,217.43,SUCCESS
1,75.117,175.034,229.686,247.858,SUCCESS
2,74.242,187.871,223.502,236.261,SUCCESS
0,75.845,186.309,223.121,203.76,SUCCESS
0,82.397,171.849,229.179,208.265,SUCCESS
1,77.282,185.375,223.168,244.86,SUCCESS
1,76.082,179.075,225.099,290.444,SUCCESS
0,77.263,181.808,214.397,242.485,SUCCESS
1,80.084,194.552,223.713,243.52,SUCCESS
0,82.137,183.781,224.38,212.706,SUCCESS
2,75.432,175.412,216.68,251.883,SUCCESS
1,86.716,184.83,217.126,243.509,SUCCESS
1,77.649,174.061,211.969,248.256,SUCCESS
0,77.732,201.57,221.102,212.339,SUCCESS
0,82.966,176.13,213.542,213.221,SUCCESS
2,76.949,177.718,228.56,247.127,SUCCESS
2,75.262,201.852,225.804,245.269,SUCCESS
2,76.537,186.649,217.746,238.412,SUCCESS
1,74.755,178.605,215.991,253.883,SUCCESS
0,76.534,189.627,236.495,208.687,SUCCESS
1,79.302,197.487,266.602,250.878,SUCCESS
0,75.333,175.578,210.471,215.389,SUCCESS
2,78.385,189.572,211.019,250.588,SUCCESS
2,72.407,167.216,216.695,259.096,SUCCESS
1,92.161,178.16,220.928,237.693,SUCCESS
2,72.241,167.379,229.882,243.09,SUCCESS
2,82.991,183.329,218.612,241.791,SUCCESS
0,78.381,172.73,218.227,210.18,SUCCESS
0,78.761,200.963,284.61,210.582,SUCCESS
1,75.245,173.855,222.851,245.47,SUCCESS
2,72.171,164.37,221.868,250.158,SUCCESS
2,81.807,187.829,213.374,233.435,SUCCESS
1,81.139,190.887,232.728,240.904,SUCCESS
1,77.97,186.845,221.645,251.77,SUCCESS
1,75.74,185.803,215.641,254.42,SUCCESS
1,78.453,195.645,226.646,242.61,SUCCESS
2,74.837,174.184,219.073,245.29,SUCCESS
0,78.62,199.706,220.891,202.009,SUCCESS
1,79.823,187.702,222.046,250.326,SUCCESS
2,79.952,175.844,237.223,254.315,SUCCESS
2,77.553,191.883,223.127,249.444,SUCCESS
2,77.743,171.026,214.215,245.265,SUCCESS
1,78.434,178.611,212.99,243.325,SUCCESS
1,80.229,195.097,211.833,242.969,SUCCESS
1,79.341,178.537,223.397,245.153,SUCCESS
0,78.744,193.468,232.899,207.552,SUCCESS
1,76.341,192.166,230.315,256.107,SUCCESS
2,74.248,174.403,219.36,240.665,SUCCESS
1,76.631,185.494,218.64,255.423,SUCCESS
1,80.435,186.097,214.706,244.024,SUCCESS
2,79.557,186.944,244.427,238.885,SUCCESS
2,78.319,186.382,216.518,252.671,SUCCESS
2,74.541,180.441,215.252,242.326,SUCCESS
0,75.393,190.451,215.25,206.861,SUCCESS
1,75.291,190.307,214.231,250.327,SUCCESS
0,76.58,175.699,220.531,218.724,SUCCESS
0,74.466,182.887,216.087,212.638,SUCCESS
2,75.624,200.647,231.182,244.631,SUCCESS
2,74.454,198.643,215.177,246.592,SUCCESS
0,80.605,200.841,221.3,215.841,SUCCESS
2,80.294,163.083,210.708,262.594,SUCCESS
1,83.434,196.252,220.915,246.079,SUCCESS
2,78.044,200.878,224.966,243.767,SUCCESS
2,77.398,165.729,222.955,239.023,SUCCESS
2,71.011,174.34,219.807,252.72,SUCCESS
0,70.674,180.286,220.229,229.064,SUCCESS
0,79.216,197.755,221.89,204.324,SUCCESS
