challenge,tgen,tsplit,tsign,tver,resWithNonces
2,78.304,185.359,250.441,298.564,SUCCESS
1,78.798,188.399,227.748,248.404,SUCCESS
0,75.209,199.835,228.581,211.619,SUCCESS
2,78.841,182.241,224.302,250.031,SUCCESS
0,81.314,191.471,233.939,220.521,SUCCESS
2,77.659,174.487,231.04,236.735,SUCCESS
0,79.502,180.13,224.788,202.492,SUCCESS
2,75.831,186.507,216.762,254.088,SUCCESS
0,83.852,184.791,234.799,219.759,SUCCESS
1,74.956,164.824,230.979,246.433,SUCCESS
2,71.319,188.466,226.036,248.986,SUCCESS
1,76.994,174.848,221.053,257.048,SUCCESS
1,77.026,185.979,221.98,242.464,SUCCESS
0,81.755,181.025,229.874,210.068,SUCCESS
0,77.833,175.179,219.873,219,SUCCESS
2,79.003,180.235,213.304,237.324,SUCCESS
1,73.635,175.904,215.981,266.126,SUCCESS
2,78.897,177.388,214.354,253.355,SUCCESS
2,81.001,185.629,228.339,243.781,SUCCESS
2,86.513,188.367,220.142,240.995,SUCCESS
2,75.065,196.199,232.533,243.282,SUCCESS
1,79.06,213.219,243.861,251.517,SUCCESS
1,72.001,167.962,214.946,252.272,SUCCESS
1,83.738,191.261,212.552,254.772,SUCCESS
0,82.516,186.917,220.506,215.638,SUCCESS
0,79.403,185.604,236.01,257.34,SUCCESS
1,82.751,180.292,222.9,240.273,SUCCESS
1,71.778,180.348,216.002,248.844,SUCCESS
2,90.086,178.955,221.715,243.397,SUCCESS
2,74.107,181.626,230.282,245.273,SUCCESS
1,76.319,168.206,222.268,242.605,SUCCESS
1,79.129,169.378,225.611,245.918,SUCCESS
2,81.851,185.684,221.749,233.862,SUCCESS
0,75.282,184.173,216.034,214.282,SUCCESS
1,78.811,185.818,225.622,245.224,SUCCESS
2,74.026,192.5,218.897,256.225,SUCCESS
2,87.991,184,219.597,259.165,SUCCESS
2,81.981,180.06,223.69,245.392,SUCCESS
2,79.214,212.977,254.772,238.735,SUCCESS
1,75.008,214.746,214.641,241.31,SUCCESS
2,80.532,189.826,237.625,258.838,SUCCESS
2,77.043,190.848,223.048,261.96,SUCCESS
2,75.699,183.459,215.002,251.444,SUCCESS
2,79.329,182.209,215.127,258.729,SUCCESS
1,77.985,192.389,222.188,254.233,SUCCESS
1,75.186,209.769,222.147,285.87,SUCCESS
0,79.4,229.282,224.143,229.703,SUCCESS
2,84.4,185.396,245.922,248.47,SUCCESS
1,77.328,185.962,218.741,245.748,SUCCESS
0,78.852,194.848,226.655,203.846,SUCCESS
0,76.201,186.467,218.047,224.711,SUCCESS
1,83.82,177.778,224.791,255.084,SUCCESS
1,77.808,191.091,241.96,239.263,SUCCESS
0,75.209,176.956,220.584,237.521,SUCCESS
2,78.476,203.766,236.25,232.818,SUCCESS
1,76.107,202.741,215.483,236.715,SUCCESS
2,81.724,223.599,215.312,253.006,SUCCESS
0,75.857,179.853,226.002,225.042,SUCCESS
0,71.143,198.026,233.362,214.542,SUCCESS
2,75.601,174.188,224.809,264.211,SUCCESS
2,85.297,181.667,218.677,245.805,SUCCESS
0,81.385,177.95,230.193,211.039,SUCCESS
2,83.28,186.086,228.885,231.291,SUCCESS
2,73.365,175.616,213.385,265.924,SUCCESS
0,72.08,178.375,235.818,208.029,SUCCESS
2,81.62,184.219,220.344,242.005,SUCCESS
1,80.4,189.22,218.33,241.876,SUCCESS
1,75.701,191.438,214.5,235.645,SUCCESS
1,77.979,196,218.286,240.464,SUCCESS
1,82.895,174.035,212.87,245.735,SUCCESS
2,78.111,195.942,215.067,277.878,SUCCESS
0,78.635,173.546,211.233,211.301,SUCCESS
2,78.644,171.131,215.279,248.493,SUCCESS
0,76.857,179.495,215.815,218.58,SUCCESS
1,79.123,195.399,215.434,254.312,SUCCESS
1,76.244,182.195,214.953,252.986,SUCCESS
2,72.227,177.323,224.678,255.527,SUCCESS
2,82.352,199.635,233.333,235.946,SUCCESS
0,76.632,177.44,219.643,202.407,SUCCESS
2,75.913,184.47,226.141,231.357,SUCCESS
0,82.966,185.038,221.443,206.316,SUCCESS
2,81.218,172.312,214.676,251.301,SUCCESS
1,79.51,176.798,249.688,244.383,SUCCESS
2,76.396,179.944,212.367,258.074,SUCCESS
2,83.697,190.598,222.41,257.205,SUCCESS
1,75.354,175.461,217.018,273.351,SUCCESS
2,76.603,167.333,223.641,241.075,SUCCESS
1,84.889,178.867,234.729,240.215,SUCCESS
2,77.943,182.17,229.858,255.353,SUCCESS
2,74.623,174.112,261.188,245.221,SUCCESS
1,78.324,188.686,266.768,247.062,SUCCESS
2,74.61,172.069,216.976,245.095,SUCCESS
2,75.021,178.909,234.782,253.859,SUCCESS
2,74.765,195.232,224.569,240.753,SUCCESS
1,78.257,193.402,234.019,248.129,SUCCESS
1,80.258,185.403,219.339,253.398,SUCCESS
1,78.237,179.913,211.781,259.985,SUCCESS
1,79.933,180.714,212.52,267.541,SUCCESS
2,78.673,188.776,224.281,248.268,SUCCESS
2,81.359,182.581,226.194,256.881,SUCCESS
1,72.029,182.668,227.828,234.374,SUCCESS
0,81.469,198.053,240.799,217.863,SUCCESS
1,73.414,173.17,243.773,251.8,SUCCESS
0,79.378,185.819,224.745,203.551,SUCCESS
0,74.362,178.762,217.726,214.679,SUCCESS
1,77.167,186.664,216.941,248.17,SUCCESS
0,74.664,188.103,221.072,207.561,SUCCESS
1,79.784,201.989,222.045,255.765,SUCCESS
2,83.875,188.959,222.114,259.173,SUCCESS
1,78.851,185.425,216.107,313.928,SUCCESS
2,80.707,199.973,230.295,246.348,SUCCESS
2,76.4,164.319,222.722,243.507,SUCCESS
1,76.775,183.219,224.362,241.556,SUCCESS
2,77.514,195.455,215.123,238.558,SUCCESS
1,76.554,172.648,213.511,244.559,SUCCESS
0,86.072,190.727,217.867,207.186,SUCCESS
2,71.96,172.834,225.984,268.536,SUCCESS
0,75.093,174.62,218.42,218.165,SUCCESS
1,78.299,178.293,223.209,253.841,SUCCESS
0,87.874,179.918,218.705,211.149,SUCCESS
2,83.279,182.592,217.716,249.456,SUCCESS
1,76.045,169.359,215.181,237.904,SUCCESS
0,76.014,194.275,225.383,203.822,SUCCESS
1,79.827,200.71,237.01,238.876,SUCCESS
0,96.459,182.582,224.372,213.198,SUCCESS
2,82.36,174.993,223.439,231.141,SUCCESS
0,80.67,179.395,226.637,207.359,SUCCESS
2,74.354,181.945,219.729,243.529,SUCCESS
0,74.705,190.063,218.364,221.355,SUCCESS
2,83.654,190.811,218.72,247.264,SUCCESS
1,78.044,171.775,216.812,241.754,SUCCESS
0,80.771,187.592,212.946,217.37,SUCCESS
1,78.432,195.659,231.152,255.76,SUCCESS
1,86.519,179.546,216.411,254.762,SUCCESS
2,82.366,186.505,217.104,242.393,SUCCESS
0,74.729,175.41,214.987,228.968,SUCCESS
2,73.711,201.916,246.573,256.471,SUCCESS
2,74.552,188.943,214.253,242.141,SUCCESS
0,82.059,205.735,230.357,209.261,SUCCESS
0,85.901,188.129,215.728,203.037,SUCCESS
1,81.798,182.355,223.666,244.246,SUCCESS
2,77.037,197.029,253.756,253.419,SUCCESS
2,76.371,200.091,218.59,232.23,SUCCESS
0,78.863,176.804,226.725,213.168,SUCCESS
1,76.735,173.57,222.178,251.743,SUCCESS
1,86.015,189.252,220.579,248.526,SUCCESS
2,85.732,197.664,229.15,243.231,SUCCESS
0,74.158,204.185,224.02,214.84,SUCCESS
2,75.126,191.118,212.173,255.578,SUCCESS
2,82.278,186.249,219.269,262.47,SUCCESS
2,85.67,191.721,222.033,244.9,SUCCESS
2,79.46,167.93,225.957,247.075,SUCCESS
1,84.218,175.539,221.51,252.531,SUCCESS
2,77.335,175.027,216.755,252.679,SUCCESS
2,77.055,185.393,224.107,238.29,SUCCESS
2,73.685,177.023,220.279,255.696,SUCCESS
0,86.399,191.3,228.659,203.741,SUCCESS
0,76.392,213.147,222.75,211.356,SUCCESS
2,77.205,198.59,228.676,257.877,SUCCESS
1,81.85,194.371,214.04,251.778,SUCCESS
1,84.69,189.149,249.355,253.136,SUCCESS
2,86.471,192.449,232.555,237.714,SUCCESS
0,75.609,182.168,221.084,200.958,SUCCESS
1,75.073,186,252.419,240.56,SUCCESS
1,74.477,187.433,232.714,242.401,SUCCESS
1,72.505,174.524,225.75,247.386,SUCCESS
0,76.727,193.62,228.564,210.482,SUCCESS
1,79.257,193.858,236.387,248.992,SUCCESS
0,76.672,186.052,232.548,214.185,SUCCESS
1,75.352,193.702,224.055,246.511,SUCCESS
0,77.731,193.377,239.824,216.132,SUCCESS
0,81.039,186.752,240.008,208.348,SUCCESS
1,83.361,173.377,234.692,239.883,SUCCESS
0,77.092,192.016,231.535,214.3,SUCCESS
0,79.872,178.926,221.293,211.242,SUCCESS
0,73.619,174.121,219.357,206.166,SUCCESS
2,83.52,182.282,216.3,239.544,SUCCESS
1,72.234,183.906,230.373,248.835,SUCCESS
2,75.226,186.432,230.718,250.025,SUCCESS
2,79.594,176.805,221.462,260.087,SUCCESS
0,72.679,190.405,219.312,213.851,SUCCESS
2,79.233,175.209,250.017,243.635,SUCCESS
1,74.573,170.232,229.065,259.349,SUCCESS
1,74.679,173.155,221.657,244.976,SUCCESS
1,77.024,176.757,258.302,238.626,SUCCESS
1,75.397,205.752,219.557,257.261,SUCCESS
2,94.819,212.815,234.454,245.58,SUCCESS
0,77.912,197.055,240.777,211.3,SUCCESS
0,78.8,186.887,229.341,202.983,SUCCESS
1,80.082,181.585,220.865,259.394,SUCCESS
2,77.432,167.57,215.532,250.188,SUCCESS
1,80.786,172.86,223.528,238.061,SUCCESS
1,74.811,170.017,219.024,250.764,SUCCESS
2,79.393,187.044,224.742,246.503,SUCCESS
1,83.3,188.909,242.969,248.683,SUCCESS
0,80.052,173.637,220.06,212.552,SUCCESS
2,76.79,176.94,217.568,254.099,SUCCESS
2,75.574,189.195,226.975,245.135,SUCCESS
2,80.265,180.56,214.326,263.44,SUCCESS
2,82.69,190.364,220.347,237.439,SUCCESS
2,78.217,176.908,247.915,247.756,SUCCESS
0,78.591,175.485,214.249,227.179,SUCCESS
0,80.336,202.381,219.968,206.339,SUCCESS
1,78.068,198.697,232.376,234.583,SUCCESS
0,75.072,190.863,230.417,220.802,SUCCESS
2,75.198,183.459,265.466,253.606,SUCCESS
0,79.608,177.124,227.472,201.775,SUCCESS
1,79.551,177.078,214.786,268.087,SUCCESS
0,81.352,182.747,245.498,213.979,SUCCESS
1,76.956,192.496,226.941,246.536,SUCCESS
2,73.717,181.492,231.484,235.495,SUCCESS
2,74.399,190.324,231.888,242.267,SUCCESS
1,74.481,190.112,224.193,244.963,SUCCESS
1,80.273,198.683,219.201,250.809,SUCCESS
1,77.074,195.131,221.841,250.817,SUCCESS
0,77.69,196.389,259.335,215.312,SUCCESS
0,78.373,182.72,212.377,217.642,SUCCESS
2,78.248,175.528,220.593,245.211,SUCCESS
1,78.943,197.845,225.893,248.263,SUCCESS
0,77.418,183.757,234.276,200.037,SUCCESS
2,80.88,175.366,257.464,229.473,SUCCESS
0,76.361,209.43,219.718,221.469,SUCCESS
1,79.85,176.173,218.533,256.697,SUCCESS
2,81.187,172.863,217.982,238.527,SUCCESS
0,76.296,182.394,219.814,260.251,SUCCESS
1,79.564,210.204,219.703,258.1,SUCCESS
0,78.99,170.036,247.696,212.059,SUCCESS
0,79.132,162.465,218.273,224.312,SUCCESS
2,77.837,193.498,230.775,234.049,SUCCESS
0,80.447,191.128,222.275,212.354,SUCCESS
1,74.634,174.338,230.164,244.844,SUCCESS
1,74.554,176.736,251.663,242.987,SUCCESS
2,73.211,170.502,209.568,254.026,SUCCESS
1,73.753,168.069,212.171,256.491,SUCCESS
1,75.632,186.031,211.908,261.236,SUCCESS
2,76.32,192.452,215.261,234.154,SUCCESS
0,83.88,197.328,217.525,227.991,SUCCESS
0,76.853,171.058,216.41,224.77,SUCCESS
0,81.31,197.266,222.043,212.539,SUCCESS
1,86.744,193.345,215.617,243.297,SUCCESS
0,76.375,169.313,235.146,209.558,SUCCESS
0,84.56,185.609,227.82,211.923,SUCCESS
1,77.64,199.661,225.772,240.021,SUCCESS
2,78.193,171.726,230.056,265.672,SUCCESS
2,79.102,189.232,237.157,245.682,SUCCESS
1,76.866,177.47,223.204,251.823,SUCCESS
0,84.302,211.365,220.728,216.84,SUCCESS
0,82.23,190.469,290.956,208.697,SUCCESS
1,75.61,169.621,219.064,248.075,SUCCESS
2,80.773,183.518,218.808,238.846,SUCCESS
0,79.235,212.499,226.922,210.351,SUCCESS
0,77.288,179.021,217.375,223.947,SUCCESS
0,75.438,197.349,219.022,209.526,SUCCESS
0,77.673,195.647,215.817,212.934,SUCCESS
0,76.984,174.05,229.125,218.307,SUCCESS
1,82.093,189.08,221.256,258.295,SUCCESS
1,83.819,176.252,232.954,260.466,SUCCESS
0,76.665,202.472,215.565,211.493,SUCCESS
1,82.454,207.506,230.673,245.751,SUCCESS
0,78.664,186.63,224.167,203.501,SUCCESS
1,72.839,177.727,224.979,258.087,SUCCESS
0,81.731,164.121,224.507,211.966,SUCCESS
2,84.16,176.73,234.645,241.557,SUCCESS
1,80.52,172.948,224.033,243.479,SUCCESS
1,74.257,172.882,222.76,249.228,SUCCESS
0,72.569,189.747,211.015,212.616,SUCCESS
2,77.077,218.681,215.321,246.694,SUCCESS
0,77.688,191.984,213.03,252.202,SUCCESS
0,76.559,190.921,222.227,216.047,SUCCESS
1,81.811,190.509,231.656,258.879,SUCCESS
1,81.777,201.933,291.565,251.284,SUCCESS
2,74.106,179.461,222.076,254.807,SUCCESS
0,81.901,183.672,211.422,219.612,SUCCESS
2,78.515,186.02,214.919,260.068,SUCCESS
0,81.864,180.623,212.203,219.868,SUCCESS
1,81.811,191.293,224.2,250.505,SUCCESS
1,78.917,181.731,236.216,258.009,SUCCESS
2,77.347,182.596,214.53,252.467,SUCCESS
2,86.779,199.141,220.74,248.237,SUCCESS
0,76.055,180.777,228.298,210.598,SUCCESS
0,83.478,179.861,219.337,204.181,SUCCESS
2,74.97,194.815,218.793,246.484,SUCCESS
1,79.232,195.866,214.28,247.123,SUCCESS
0,76.874,178.109,215.046,214.05,SUCCESS
0,73.843,183.262,218.634,208.632,SUCCESS
0,83.735,201.683,223.092,215.221,SUCCESS
1,77.365,183.145,215.637,244.749,SUCCESS
1,78.422,177.111,230.428,256.789,SUCCESS
2,73.969,170.26,231.276,293.724,SUCCESS
1,80.885,171.841,224.513,243.658,SUCCESS
0,72.582,186.188,220.435,205.923,SUCCESS
1,71.681,178.921,223.966,262.716,SUCCESS
2,80.322,173.677,225.03,245.286,SUCCESS
2,79.023,191.083,235.085,242.909,SUCCESS
2,78.666,195.57,224.918,246.32,SUCCESS
1,79.46,193.803,222.764,240.789,SUCCESS
2,84.244,188.626,226.932,247.78,SUCCESS
1,83.01,195.29,215.221,254.798,SUCCESS
1,75.698,171.782,215.308,250.473,SUCCESS
2,80.508,187.078,218.511,243.556,SUCCESS
1,75.183,171.365,230.062,261.177,SUCCESS
2,82.086,174.954,220.05,252.921,SUCCESS
2,76.577,183.631,226.674,247.748,SUCCESS
0,77.588,183.851,251.126,203.258,SUCCESS
0,70.879,179.267,222.193,225.571,SUCCESS
1,80.151,209.26,225.687,247.327,SUCCESS
1,74.331,166.979,227.867,238.317,SUCCESS
0,77.46,179.398,218.566,226.711,SUCCESS
0,79.268,188.661,224.605,221.759,SUCCESS
1,75.398,178.709,250.794,240.722,SUCCESS
0,74.95,171,244.98,209.734,SUCCESS
2,73.51,180.228,225.892,257.117,SUCCESS
1,77.031,177.715,221.436,248.011,SUCCESS
2,76.186,181.858,240.912,238.394,SUCCESS
2,83.056,175.72,229.325,240.837,SUCCESS
2,77.678,188.937,233.2,250.519,SUCCESS
2,82.802,181.387,220.78,240.991,SUCCESS
1,78.749,182.609,222.641,235.387,SUCCESS
1,74.699,179.996,215.751,271.573,SUCCESS
2,85.185,184.748,225.917,244.372,SUCCESS
1,78.127,179.383,237.433,262.802,SUCCESS
0,75.274,188.781,227.833,202.609,SUCCESS
1,81.637,182.39,228.833,246.754,SUCCESS
0,83.784,186.581,223.771,224.911,SUCCESS
1,82.907,190.717,222.565,254.135,SUCCESS
1,89.151,173.744,211.9,250.778,SUCCESS
1,80.788,196.883,213.401,260.333,SUCCESS
1,77.149,185.039,215.443,239.252,SUCCESS
0,81.014,181.138,225.276,214.317,SUCCESS
2,73.889,173.821,219.616,241.676,SUCCESS
1,82.494,194.325,217.471,240.787,SUCCESS
2,84.312,195.326,234.495,249.464,SUCCESS
0,73.928,172.552,216.595,209.339,SUCCESS
0,74.93,176.071,231.043,222.425,SUCCESS
0,84.694,208.35,229.015,220.577,SUCCESS
1,79.798,223.685,238.877,245.481,SUCCESS
1,78.471,178.379,234.148,252.411,SUCCESS
2,80.914,185.626,219.379,257.295,SUCCESS
1,83.641,192.261,222.832,239.308,SUCCESS
2,77.241,177.837,221.167,250.647,SUCCESS
0,79.896,190.377,225.603,214.771,SUCCESS
2,79.766,179.872,215.48,249.694,SUCCESS
0,72.015,196.687,217.028,227.184,SUCCESS
1,72.022,193.67,215.127,254.782,SUCCESS
2,76.839,185.612,212.069,283.306,SUCCESS
0,85.316,190.607,228.743,213.676,SUCCESS
1,84.012,179.879,221.658,246.828,SUCCESS
2,76.429,190.677,219.255,250.665,SUCCESS
0,77.243,188.783,228.774,210.829,SUCCESS
1,74.914,169.156,247.129,234.659,SUCCESS
0,79.98,200.074,244.48,213.307,SUCCESS
1,76.707,176.289,230.051,263.633,SUCCESS
1,82.483,185.113,221.205,239.144,SUCCESS
0,84.384,186.902,234.164,227.821,SUCCESS
2,78.195,173.533,226.136,251.564,SUCCESS
2,76.79,210.03,261.551,245.458,SUCCESS
0,80.792,192.085,218.185,216.569,SUCCESS
2,78.028,201.126,229.184,235.959,SUCCESS
1,72.99,180.871,216.205,250.914,SUCCESS
1,78.686,185.801,211.984,240.767,SUCCESS
2,74.272,189.704,212.461,274.529,SUCCESS
0,82.234,185.303,223.698,205.096,SUCCESS
1,82.007,177.739,218.974,255.623,SUCCESS
1,78.209,180.059,228.891,246.422,SUCCESS
0,80.094,197.204,219.65,215.39,SUCCESS
0,75.959,178.192,217.97,218.349,SUCCESS
2,82.978,213.556,232.507,237.517,SUCCESS
0,83.06,188.639,225.153,219.25,SUCCESS
1,77.16,207.806,219.305,251.003,SUCCESS
0,78.963,194.408,228.914,211.934,SUCCESS
0,80.553,182.701,215.764,213.881,SUCCESS
2,77.937,181.403,253.209,254.837,SUCCESS
1,81.889,174.363,246.913,249.205,SUCCESS
1,75.316,187.965,231.512,229.589,SUCCESS
1,75.73,199.416,242.609,245.866,SUCCESS
1,72.567,173.173,214.145,259.099,SUCCESS
1,80.755,193.185,215.257,257.16,SUCCESS
1,74.213,198.092,214.975,249.377,SUCCESS
2,76.458,191.659,219.244,258.319,SUCCESS
0,83.239,193.108,217.495,206.306,SUCCESS
0,76.931,185.679,222.465,233.041,SUCCESS
0,82.793,197.71,246.22,284.861,SUCCESS
1,72.655,178.85,229.032,249.794,SUCCESS
2,72.145,194.172,219.268,264.389,SUCCESS
0,72.689,169.726,213.513,229.434,SUCCESS
2,83.94,236.749,247.909,251.29,SUCCESS
0,80.702,206.305,237.936,212.63,SUCCESS
0,83.462,175.281,223.609,210.352,SUCCESS
0,83.583,228.244,223.766,205.705,SUCCESS
1,84.136,188.605,230.404,255.435,SUCCESS
0,81.963,185.356,221.333,211.128,SUCCESS
1,77.956,179.689,225.173,252.975,SUCCESS
2,85.938,181.466,232.797,239.939,SUCCESS
0,74.333,189.36,222.461,215.905,SUCCESS
1,79.905,185.571,215.603,248.639,SUCCESS
0,79.113,204.343,218.381,219.374,SUCCESS
1,80.885,190.493,217.383,234.759,SUCCESS
1,84.31,194.251,250.468,245.414,SUCCESS
2,76.911,205.374,237.298,245.533,SUCCESS
2,84.256,188.855,214.601,246.102,SUCCESS
1,77.694,196.811,214.662,251.333,SUCCESS
0,77.745,202.109,219.995,212.895,SUCCESS
1,78.355,182.461,226.923,239.322,SUCCESS
1,82.725,200.45,238.828,239.254,SUCCESS
2,75.677,193.883,215.917,237.539,SUCCESS
1,81.403,205.773,222.623,257.047,SUCCESS
0,86.684,183.216,228.782,221.724,SUCCESS
2,72.116,168.661,215.583,254.674,SUCCESS
2,78.287,193.762,213.513,248.646,SUCCESS
0,73.001,177.322,212.223,213.704,SUCCESS
2,79.925,178.188,241.362,233.663,SUCCESS
1,79.187,204.575,224.803,239.045,SUCCESS
2,80.2,189.122,220.103,246.739,SUCCESS
2,75.969,167.776,212.671,236.285,SUCCESS
0,82.829,179.903,212.515,229.836,SUCCESS
0,78.321,188.496,210.259,205.028,SUCCESS
2,79.604,189.564,213.838,250.484,SUCCESS
1,87.004,184.452,215.135,251.523,SUCCESS
0,85.762,183.934,213.469,216.551,SUCCESS
2,83.947,188.129,217.331,261.811,SUCCESS
1,77.291,192.217,221.906,253.454,SUCCESS
2,76.262,198.019,232.163,232.299,SUCCESS
1,89.554,197.055,236.077,240.826,SUCCESS
2,75.201,179.58,219.478,236.844,SUCCESS
2,79.343,197.237,244.947,254.961,SUCCESS
0,84.218,203.416,250.622,207.58,SUCCESS
1,75.14,181.396,228.839,251.286,SUCCESS
0,71.889,179.97,238.505,226.053,SUCCESS
1,77.275,176.937,242.102,247.689,SUCCESS
0,71.666,178.496,217.984,223.061,SUCCESS
2,76.007,180.886,224.243,235.26,SUCCESS
1,81.815,201.11,214.702,251.204,SUCCESS
1,82.881,210.974,213.495,249.668,SUCCESS
0,86.972,173.449,218.424,216.541,SUCCESS
1,81.296,196.52,272.068,241.894,SUCCESS
0,74.812,192.184,227.934,212.73,SUCCESS
1,89.223,196.689,217.609,249.656,SUCCESS
1,76.182,176.187,217.493,240.404,SUCCESS
2,81.865,176.007,219.591,273.951,SUCCESS
1,74.897,164.397,214.363,256.881,SUCCESS
2,80.035,192.37,241.852,251.337,SUCCESS
0,79.986,177.98,220.47,222.318,SUCCESS
1,84.402,197.803,235.55,248.967,SUCCESS
0,81.932,208.321,246.652,213.966,SUCCESS
1,80.097,207.355,226.099,250.25,SUCCESS
2,89.898,182.121,223.369,255.08,SUCCESS
2,77.42,182.169,246.08,249.253,SUCCESS
1,85.769,187.904,233.465,261.83,SUCCESS
2,73.962,184.067,223.719,243.683,SUCCESS
0,71.105,176.934,232.402,210.527,SUCCESS
0,71.945,180.575,233.924,213.755,SUCCESS
0,81.895,180.035,228.434,211.3,SUCCESS
0,76.323,203.69,264.829,215.024,SUCCESS
1,80.491,187.458,221.7,245.2,SUCCESS
1,78.064,178.073,224.531,248.286,SUCCESS
2,76,194.805,225.805,255.139,SUCCESS
2,83.062,197.96,222.603,246.262,SUCCESS
2,74.895,174.552,219.012,251.409,SUCCESS
2,74.977,176.263,219.564,257.326,SUCCESS
0,77.762,186.263,233.138,200.081,SUCCESS
2,72.801,177.627,225.079,247.407,SUCCESS
2,79.895,195.604,227.928,251.824,SUCCESS
2,74.791,198.033,226.4,252.138,SUCCESS
1,79.223,187.682,227.421,247.914,SUCCESS
0,85.784,193.159,232.903,219.532,SUCCESS
0,74.95,181.755,214.555,213.052,SUCCESS
2,73.559,186.151,240.198,245.747,SUCCESS
1,85.293,190.352,217.433,262.481,SUCCESS
0,72.02,204.994,236.613,205.584,SUCCESS
1,78,183.984,233.266,242.644,SUCCESS
2,74.402,182.906,228.577,262.386,SUCCESS
0,84.758,199.007,221.33,218.559,SUCCESS
2,73.563,186.687,219.196,250.541,SUCCESS
2,83.086,178.694,216.875,272.002,SUCCESS
1,81.254,190.473,215.188,244.7,SUCCESS
2,81.891,187.556,221.393,259.029,SUCCESS
2,82.202,193.11,235.126,245.562,SUCCESS
0,70.763,198.548,219.351,207.369,SUCCESS
0,82.05,188.265,235.427,212.518,SUCCESS
2,72.534,199,224.874,251.8,SUCCESS
2,74.006,193.44,215.381,252.182,SUCCESS
2,80.948,201.317,216.593,249.128,SUCCESS
0,83.013,182.931,218.716,227.091,SUCCESS
1,76.48,177.781,213.886,255.54,SUCCESS
1,77.894,197.465,225.316,235.595,SUCCESS
0,75.022,207.471,220.644,212.029,SUCCESS
1,73.816,200.347,219.501,236.183,SUCCESS
2,77.631,175.65,215.042,261.895,SUCCESS
0,76.051,198.419,214.234,219.077,SUCCESS
2,77.784,202.824,231.169,246.503,SUCCESS
0,77.222,177.729,237.844,213.003,SUCCESS
1,78.139,185.789,217.248,263.098,SUCCESS
2,87.22,178.544,219.27,232.907,SUCCESS
0,74.708,179.704,219.018,215.525,SUCCESS
2,76.781,166.62,217.496,248.62,SUCCESS
2,77.947,174.75,235.54,249.796,SUCCESS
1,83.985,179.51,217.737,257.102,SUCCESS
0,73.575,187.309,225.13,217.549,SUCCESS
1,78.715,191.917,221.888,255.481,SUCCESS
1,90.736,182.63,226.307,251.12,SUCCESS
1,82.096,179.805,215.43,256.67,SUCCESS
1,80.588,185.997,225.996,254.388,SUCCESS
2,78.417,175.453,233.053,234.449,SUCCESS
1,74.595,186.883,245.268,227.178,SUCCESS
1,80.314,186.037,226.935,239.859,SUCCESS
0,77.969,188.499,215.624,216.007,SUCCESS
2,72.543,186.634,218.129,247.915,SUCCESS
0,82.729,188.716,216.702,215.674,SUCCESS
1,73.142,190.979,221.869,246.387,SUCCESS
2,80.435,176.465,219.357,265.183,SUCCESS
2,86.848,184.661,215.427,238.028,SUCCESS
0,84.02,176.549,247.504,215.314,SUCCESS
1,80.322,185.151,221.681,248.028,SUCCESS
0,73.503,178.284,220.932,207.381,SUCCESS
1,76.186,201.057,226.005,263.922,SUCCESS
1,79.313,220.521,236.943,242.977,SUCCESS
2,74.806,183.519,223.57,244.952,SUCCESS
0,74.189,184.804,227.335,224.557,SUCCESS
1,76.783,192.647,217.42,264.171,SUCCESS
2,80.361,201.59,217.309,248.437,SUCCESS
1,75.381,195.34,229.324,247.782,SUCCESS
0,72.747,175.745,222.943,213.754,SUCCESS
0,87.248,171.785,230.675,206.777,SUCCESS
2,79.835,192.809,235.727,239.396,SUCCESS
1,71.768,160.321,216.099,257.422,SUCCESS
1,81.241,186.878,224.262,235.25,SUCCESS
0,78.799,187.322,230.086,209.467,SUCCESS
2,81.445,173.33,218.092,264.895,SUCCESS
0,80.573,178.535,213.716,216.092,SUCCESS
1,81.495,197.971,213.978,259.11,SUCCESS
2,83.037,186.131,237.961,263.613,SUCCESS
1,76.775,189.281,226.1,263.627,SUCCESS
1,81.372,180.694,228.61,240.881,SUCCESS
1,75.875,176.474,216.658,238.173,SUCCESS
2,74.43,170.677,230.273,252.252,SUCCESS
0,80.196,175.642,215.58,218.205,SUCCESS
2,74.922,174.134,222.19,256.67,SUCCESS
2,76.088,187.408,219.654,239.549,SUCCESS
0,75.882,179.602,228.572,217.468,SUCCESS
1,76.022,173.979,228.366,256.524,SUCCESS
2,78.338,200.484,226.449,249.526,SUCCESS
2,76.236,180.325,238.133,244.177,SUCCESS
2,78.206,194.133,222.885,247.246,SUCCESS
2,76.252,182.291,224.466,249.299,SUCCESS
2,74.205,178.026,235.816,229.944,SUCCESS
1,74.574,181.136,219.258,275.311,SUCCESS
1,76.38,188.628,217.956,236.806,SUCCESS
2,73.088,197.596,212.802,236.777,SUCCESS
0,76.512,188.961,216.738,226.773,SUCCESS
1,83.061,182.455,211.583,260.338,SUCCESS
1,77.284,181.639,219.338,254.965,SUCCESS
1,75.691,191.569,231.804,254.841,SUCCESS
2,80.243,185.321,216.906,255.395,SUCCESS
1,79.152,193.468,254.499,235.766,SUCCESS
1,79.608,200.338,219.289,245.194,SUCCESS
0,76.391,177.249,278.248,212.441,SUCCESS
1,82.461,193.269,209.841,253.836,SUCCESS
2,87.48,183.143,212.41,240.668,SUCCESS
0,78.24,173.707,213.604,232.707,SUCCESS
