challenge,tgen,tsplit,tsign,tver,resWithNonces
0,23.791,62.903,40.797,53.776,SUCCESS
2,24.121,59.939,42.258,56.318,SUCCESS
1,32.248,67.698,43.636,57.318,SUCCESS
2,28.588,82.712,57.4,71.436,SUCCESS
2,25.939,66.573,42.462,57.117,SUCCESS
2,24.832,60.611,42.83,53.336,SUCCESS
0,31.193,77.343,58.123,64.88,SUCCESS
1,27.56,62.061,43.055,57.184,SUCCESS
1,26.763,70.172,51.941,73.689,SUCCESS
0,23.041,60.348,43.466,62.442,SUCCESS
0,26.776,69.487,43.66,52.263,SUCCESS
2,28.822,71.385,59.523,69.023,SUCCESS
2,28.369,64.295,45.834,69.825,SUCCESS
0,23.071,61.921,42.058,46.954,SUCCESS
2,23.152,62.348,48.457,70.666,SUCCESS
0,26.248,63.325,46,69.525,SUCCESS
2,25.277,56.195,43.192,51.57,SUCCESS
2,28.628,69.415,56.661,61.551,SUCCESS
1,26.891,66.358,44.802,66.009,SUCCESS
1,24.142,64.112,42.904,51.137,SUCCESS
0,25.269,80.856,57.745,53.171,SUCCESS
1,24.785,63.201,55.875,76.459,SUCCESS
2,26.721,62.2,42.689,52.594,SUCCESS
1,29.142,67.078,43.471,54.251,SUCCESS
1,28.203,68.654,56.682,66.138,SUCCESS
1,30.078,87.269,57.705,74.865,SUCCESS
0,29.735,69.808,40.948,49.701,SUCCESS
1,36.556,80.173,57.518,68.255,SUCCESS
2,24.887,57.778,43.746,59.671,SUCCESS
1,25.383,65.693,42.697,55.267,SUCCESS
1,28.229,69.676,56.316,64.977,SUCCESS
0,36.649,72.474,56.077,63.024,SUCCESS
2,29.23,76.208,42.385,51.562,SUCCESS
2,30.896,97.328,59.247,73.463,SUCCESS
0,21.308,55.231,42.099,49.685,SUCCESS
1,35.516,66.117,43.762,53.694,SUCCESS
0,22.503,67.283,56.483,67.155,SUCCESS
0,28.057,64.85,42.925,57.831,SUCCESS
1,20.627,62.644,54.533,52.512,SUCCESS
0,26.121,77.98,58.609,65.861,SUCCESS
2,23.659,57.991,41.676,54.629,SUCCESS
1,29.575,61.28,41.802,47.546,SUCCESS
2,30.471,70.587,60.383,78.424,SUCCESS
1,30.318,65.327,55.643,69.08,SUCCESS
2,30.433,76.389,47.81,52.665,SUCCESS
0,23.861,72.278,58.118,67.427,SUCCESS
0,24.02,68.057,43.786,50.686,SUCCESS
1,24.857,72.291,46.753,53.198,SUCCESS
1,33.761,85.979,56.255,72.11,SUCCESS
0,21.579,56.505,46.047,64.983,SUCCESS
1,31.147,62.96,43.075,49.003,SUCCESS
0,24.75,84.87,55.936,69.344,SUCCESS
2,28.237,72.742,43.32,68.542,SUCCESS
2,21.858,53.342,42.346,49.537,SUCCESS
2,37.819,84.367,52.821,51.947,SUCCESS
1,27.117,73.261,56.669,64.214,SUCCESS
2,34.637,72.39,43.267,49.37,SUCCESS
0,28.532,84.975,56.695,65.89,SUCCESS
0,26.341,57.841,43.557,59.071,SUCCESS
2,25.636,65.11,42.562,54.637,SUCCESS
1,29.661,74.685,48.857,55.203,SUCCESS
0,35.544,91.209,51.084,53.625,SUCCESS
2,22.63,50.585,41.705,51.245,SUCCESS
0,35.787,90.313,57.194,65.01,SUCCESS
0,20.092,55.077,42.64,56.412,SUCCESS
2,28.433,66.565,40.721,52.842,SUCCESS
2,30.243,79.965,57.049,71.565,SUCCESS
2,24.13,56.697,42.133,50.934,SUCCESS
2,33.139,63.279,43.015,51.135,SUCCESS
0,30.496,69.625,49.011,52.109,SUCCESS
0,25.729,60.078,42.236,51.085,SUCCESS
1,35.573,83.866,59.9,66.965,SUCCESS
1,21.401,55.889,47.531,66.257,SUCCESS
2,22.795,56.815,44.508,51.736,SUCCESS
1,30.415,73.432,44.746,49.398,SUCCESS
2,24.787,78.326,57.382,68.013,SUCCESS
0,25.789,64.683,43.513,49.401,SUCCESS
2,34.948,85.379,47.014,57.255,SUCCESS
2,29.804,67.551,53.425,84.569,SUCCESS
2,40.161,98.906,78.226,73.072,SUCCESS
2,29.91,87.803,60.782,60.434,SUCCESS
1,29.499,81.754,75.807,86.005,SUCCESS
1,33.078,60.347,44.104,55.298,SUCCESS
2,32.369,76.003,52.038,54.768,SUCCESS
1,25.783,57.592,41.529,52.047,SUCCESS
1,34.111,92.127,54.492,58.266,SUCCESS
2,34.721,89.727,68.434,69.916,SUCCESS
2,20.284,52.574,55.33,76.477,SUCCESS
0,24.982,66.89,44.307,63.824,SUCCESS
2,25.759,71.296,50.759,77.176,SUCCESS
2,24.937,71.062,66.15,81.157,SUCCESS
2,35.365,68.785,42.523,52.056,SUCCESS
1,35.607,112.097,70.108,64.401,SUCCESS
1,29.816,75.483,64.927,87.982,SUCCESS
2,25.529,72.005,61.314,89.974,SUCCESS
0,25.042,66.301,56.263,67.4,SUCCESS
2,25.819,78.392,64.251,63.235,SUCCESS
1,28.834,85.843,64.47,75.697,SUCCESS
1,34.618,69.074,43.781,54.996,SUCCESS
0,30.344,84.091,61.363,71.04,SUCCESS
1,26.046,67.862,48.254,75.219,SUCCESS
1,26.509,67.012,41.211,54.467,SUCCESS
2,31.738,61.192,41.899,52.931,SUCCESS
2,24.035,63.854,45.253,68.467,SUCCESS
0,23.479,60.831,44.009,63.318,SUCCESS
1,24.994,63.412,52.742,75.254,SUCCESS
0,24.596,62.981,45.093,70.544,SUCCESS
0,25.228,62.017,46.223,70.001,SUCCESS
1,26.589,67.32,45.981,76.001,SUCCESS
2,23.854,65.786,58.773,66.224,SUCCESS
1,24.02,65.393,55.608,73.994,SUCCESS
2,25.158,58.768,41.721,51.72,SUCCESS
1,33.154,73.511,51.039,54.695,SUCCESS
0,33.36,76.471,61.576,65.947,SUCCESS
0,22.323,60.349,42.305,55.699,SUCCESS
2,24.672,60.762,43.637,52.354,SUCCESS
2,28.45,75.693,68.178,55.741,SUCCESS
2,25.657,68.224,58.728,78.628,SUCCESS
0,25.1,53.605,41.565,48.198,SUCCESS
0,22.764,61.038,43.882,51.046,SUCCESS
1,25.921,64.439,42.595,63.407,SUCCESS
2,25.694,60.023,44.76,56.814,SUCCESS
2,22.737,72.515,51.262,50.304,SUCCESS
2,33.484,89.176,62.077,74.479,SUCCESS
1,20.948,55.601,53.833,75.333,SUCCESS
1,34.152,73.637,44.303,54.427,SUCCESS
1,34.41,89.59,60.191,71.757,SUCCESS
2,24.976,66.925,54.095,78.864,SUCCESS
2,22.009,57.347,43.164,52.281,SUCCESS
1,31.658,70.119,44.311,52.58,SUCCESS
1,21.646,74.778,62.005,73.371,SUCCESS
2,26.541,59.942,41.702,58.748,SUCCESS
1,26.083,61.496,46,69.022,SUCCESS
0,23.317,62.824,46.945,67.976,SUCCESS
2,26.912,58.449,44.351,51.146,SUCCESS
0,29.367,68.393,42.953,50.792,SUCCESS
2,29.724,78.225,74.439,64.807,SUCCESS
1,36.91,82.608,59.587,66.508,SUCCESS
2,21.44,59.702,41.069,56.632,SUCCESS
0,33.463,69.333,60.629,57.407,SUCCESS
2,20.847,56.08,54.995,74.121,SUCCESS
0,24.224,61.609,43.331,51.124,SUCCESS
1,30.69,63.315,41.929,51.638,SUCCESS
2,28.492,86.683,61.356,70.718,SUCCESS
2,23.298,54.841,44.907,57.233,SUCCESS
2,21.926,59.426,54.271,71.222,SUCCESS
2,23.803,56.673,51.152,71.582,SUCCESS
2,24.975,60.949,41.94,55.838,SUCCESS
1,26.405,80.953,47.446,53.056,SUCCESS
2,30.447,74.292,59.853,82.6,SUCCESS
0,27.578,73.127,59.151,72.203,SUCCESS
2,33.131,78.076,41.785,53.327,SUCCESS
2,36.514,74.555,61.51,67.512,SUCCESS
2,27.294,60.666,56.546,77.539,SUCCESS
1,21.149,62.47,44.316,51.936,SUCCESS
0,26.787,63.244,45.086,48.365,SUCCESS
2,26.491,53.854,44.023,55.211,SUCCESS
1,25.41,58.985,42.89,55.206,SUCCESS
0,22.355,57.304,43.306,49.109,SUCCESS
0,28.737,69.181,56.65,59.62,SUCCESS
0,35.63,88.33,64.571,72.16,SUCCESS
1,24.948,66.168,42.283,55.077,SUCCESS
2,27.541,76.159,61.267,52.057,SUCCESS
0,30.375,89.309,60.534,77.482,SUCCESS
2,21.787,57.26,43.043,51.895,SUCCESS
2,22.787,62.535,43.166,53.33,SUCCESS
2,32.857,82.446,60.965,83.124,SUCCESS
0,22.554,54.735,41.722,47.951,SUCCESS
2,24.429,60.101,43.466,53.638,SUCCESS
0,33.833,78.912,41.7,49.116,SUCCESS
0,26.022,64.373,42.74,49.312,SUCCESS
2,35.217,83.866,41.45,52.628,SUCCESS
0,32.778,90.507,64.929,68.689,SUCCESS
1,24.543,60.75,51.007,71.772,SUCCESS
1,22.9,67.768,44.617,55.407,SUCCESS
0,27.127,81.309,58.355,51.051,SUCCESS
1,26.392,83.492,59.234,77.179,SUCCESS
1,24.205,60.24,45.461,63.007,SUCCESS
2,22.982,54.894,41.601,55.074,SUCCESS
2,32.192,75.014,60.045,74.504,SUCCESS
0,23.641,67.913,49.411,67.383,SUCCESS
0,25.421,58.528,42.59,45.839,SUCCESS
1,26.089,56.008,42.167,51.441,SUCCESS
0,24.638,59.571,45.317,51.693,SUCCESS
2,32.67,61.217,43.992,58.944,SUCCESS
0,33.151,85.751,62.746,61.527,SUCCESS
0,21.298,60.098,56.573,67.48,SUCCESS
1,21.746,53.635,42.933,53.596,SUCCESS
2,21.764,65.811,47.166,81.074,SUCCESS
2,26.806,64.514,50.569,73.613,SUCCESS
2,28.208,66.948,42.472,55.834,SUCCESS
2,33.275,65.821,41.62,51.706,SUCCESS
2,33.51,82.091,46.453,58.026,SUCCESS
1,30.683,84.645,61.671,76.042,SUCCESS
0,24.805,65.142,43.677,61.28,SUCCESS
1,26.184,59.067,44.435,52.42,SUCCESS
0,34.402,81.065,44.708,54.65,SUCCESS
0,28.717,91.092,60.701,76.565,SUCCESS
2,23.7,64.304,43.449,58.952,SUCCESS
0,24.012,61.887,43.128,47.057,SUCCESS
2,27.058,71.008,57.696,70.481,SUCCESS
1,34.452,96.795,58.678,65.096,SUCCESS
1,30.621,61.527,41.502,51.288,SUCCESS
2,35.411,87.575,62.506,67.481,SUCCESS
1,33.207,95.528,61.098,77.496,SUCCESS
2,24.874,52.312,49.701,78.816,SUCCESS
1,26.4,63.471,44.409,59.816,SUCCESS
0,26.788,70.384,50.099,71.324,SUCCESS
2,25.594,59.397,52.07,77.006,SUCCESS
0,25.443,77.686,59.068,54.016,SUCCESS
2,28.631,87.49,61.071,73.617,SUCCESS
2,23.065,50.826,42.455,52.998,SUCCESS
0,31.126,59.843,41.28,47.118,SUCCESS
1,29.766,76.028,58.312,54.286,SUCCESS
1,30.069,82.237,62.039,77.546,SUCCESS
2,23.483,68.635,44.865,54.637,SUCCESS
2,34.868,73.471,42.854,55.898,SUCCESS
2,23.496,62.471,46.072,55.086,SUCCESS
0,31.806,63.65,42.727,52.624,SUCCESS
1,30.349,81.332,60.351,73.685,SUCCESS
0,25.333,69.246,50.294,69.397,SUCCESS
2,20.86,56.549,46.014,54.174,SUCCESS
2,33.145,75.69,57.589,61.527,SUCCESS
2,26.593,74.717,66.031,64.151,SUCCESS
1,33.418,75.163,42.06,51.596,SUCCESS
1,37.006,91.474,60.919,79.238,SUCCESS
2,22.294,54.577,47.4,73.858,SUCCESS
0,23.523,64.496,43.068,52.286,SUCCESS
1,34.698,88.547,62.386,67.239,SUCCESS
1,35.392,102.429,68.023,76.151,SUCCESS
0,26.582,62.541,45.297,67.389,SUCCESS
0,28.33,113.844,78.571,75.683,SUCCESS
0,23.483,91.513,63.559,72.154,SUCCESS
0,30.351,74.244,62.5,69.987,SUCCESS
2,21.807,57.269,44.51,57.77,SUCCESS
0,33.64,68.981,52.131,52.285,SUCCESS
0,33.692,82.064,60.546,89.766,SUCCESS
1,38.977,96.943,72.899,89.919,SUCCESS
1,29.67,73.959,52.02,92.385,SUCCESS
1,31.449,60.859,52.776,69.077,SUCCESS
2,37.417,97.108,72.794,127.338,SUCCESS
2,35.359,87.273,46.817,55.93,SUCCESS
2,24.757,61.634,45.048,57.95,SUCCESS
0,28.12,76.817,44.94,58.814,SUCCESS
2,32.203,69.623,54.529,69.402,SUCCESS
1,33.153,95.3,65.429,85.036,SUCCESS
2,21.444,70.923,61.201,80.569,SUCCESS
0,23.607,59.601,43.737,52.219,SUCCESS
0,39.64,104.414,64.436,65.511,SUCCESS
1,32.698,117.322,74.221,94.434,SUCCESS
1,29.413,104.325,71.264,101.897,SUCCESS
1,24.427,65.492,47.526,86.628,SUCCESS
0,25.434,63.073,46.24,50.892,SUCCESS
2,33.616,68.829,45.349,58.534,SUCCESS
1,24.779,63.556,46.143,70.352,SUCCESS
1,25.335,74.26,52.887,71.67,SUCCESS
1,30.755,64.356,45.839,52.342,SUCCESS
0,32.63,80.791,57.099,71.893,SUCCESS
2,23.329,63.094,56.661,70.013,SUCCESS
1,24.963,71.057,50.104,85.446,SUCCESS
0,22.971,59.892,43.788,52.99,SUCCESS
2,29.462,61.92,43.977,69.011,SUCCESS
1,25.955,60.898,45.514,69.019,SUCCESS
2,26.332,67.668,42.677,53.943,SUCCESS
1,35.693,65.516,50.883,58.36,SUCCESS
1,39.014,125.413,45.273,70.853,SUCCESS
0,29.347,74.213,55.476,73.64,SUCCESS
0,35.256,84.514,61.57,89.841,SUCCESS
1,51.258,97.515,69.244,95.132,SUCCESS
0,35.74,83.79,63.678,85.955,SUCCESS
0,28.435,99.595,69.104,74.251,SUCCESS
0,30.292,71.984,43.355,47.384,SUCCESS
2,44.037,83.975,64.961,82.223,SUCCESS
0,24.01,59.496,43.007,63.314,SUCCESS
0,35.667,102.002,105.631,118.086,SUCCESS
0,27.433,74.321,60.185,71.286,SUCCESS
1,23.821,60.174,48.768,58.067,SUCCESS
2,36.19,68.462,44.892,60.481,SUCCESS
0,21.836,62.474,45.049,49.151,SUCCESS
0,26.881,68.921,55.908,55.597,SUCCESS
1,42.764,97.246,62.52,65.812,SUCCESS
1,33.622,87.723,61.706,71.954,SUCCESS
1,26.656,83.446,67.968,88.95,SUCCESS
2,24.97,59.266,44.211,52.306,SUCCESS
1,37.048,78.996,43.999,52.367,SUCCESS
1,24.217,58.931,44.468,52.615,SUCCESS
0,33.996,65.777,45.697,56.023,SUCCESS
2,23.953,59.114,43.601,55.719,SUCCESS
1,26.299,66.029,52.637,68.867,SUCCESS
2,22.046,58.489,45.877,63.573,SUCCESS
1,24.903,71.404,45.786,55.145,SUCCESS
1,32.713,77.281,48.147,62.514,SUCCESS
1,33.107,83.432,60.643,77.203,SUCCESS
1,25.923,89.944,65.321,79.046,SUCCESS
0,22.802,59.736,43.398,48.682,SUCCESS
1,32.55,70.363,53.199,61.619,SUCCESS
0,20.957,61.482,44.545,53.564,SUCCESS
2,27.368,76.329,46.688,57.489,SUCCESS
0,33.979,83.328,55.363,55.873,SUCCESS
2,30.889,88.367,60.972,78.399,SUCCESS
0,21.71,51.498,43.693,51.266,SUCCESS
2,37.898,61.533,50.671,57.695,SUCCESS
1,31.591,80.79,44.158,51.298,SUCCESS
1,24.575,63.605,45.406,56.548,SUCCESS
1,37.927,83.18,43.241,53.712,SUCCESS
1,32.21,88.259,68.49,76.784,SUCCESS
2,24.904,56.63,53.895,74.013,SUCCESS
2,24.276,60.257,50.757,53.056,SUCCESS
1,22.008,62.29,58.251,66.688,SUCCESS
0,25.758,78.792,57.84,69.476,SUCCESS
2,34.012,83.197,46.113,56.427,SUCCESS
1,34.504,92.003,62.189,73.139,SUCCESS
0,23.278,93.787,71.501,88.536,SUCCESS
1,22.231,58.715,41.584,51.445,SUCCESS
0,37.102,70.625,43.795,52.629,SUCCESS
2,25.011,60.832,46.017,67.832,SUCCESS
1,26.316,72.717,81.928,100.523,SUCCESS
1,35.158,92.049,49.889,55.204,SUCCESS
2,34.151,91.781,60.375,80.47,SUCCESS
2,27.575,80.723,64.643,79.344,SUCCESS
2,22.526,51.502,44.211,55.199,SUCCESS
1,25.938,62.297,44.11,52.794,SUCCESS
0,26.501,56.758,50.497,63.488,SUCCESS
1,34.703,65.639,54.356,77.238,SUCCESS
2,25.237,69.876,57.081,63.564,SUCCESS
0,24.682,75.231,59.792,72.381,SUCCESS
0,24.871,61.64,45.305,49.155,SUCCESS
1,32.804,70.136,51.293,60.712,SUCCESS
1,32.527,81.278,48.156,55.506,SUCCESS
2,26.747,81.478,60.416,71.611,SUCCESS
1,26.363,64.618,42.641,53.291,SUCCESS
2,23.921,68.715,44.544,58.294,SUCCESS
0,33.434,91.909,63.149,62.228,SUCCESS
1,23.778,59.556,50.957,75.748,SUCCESS
1,23.598,49.267,45.272,53.752,SUCCESS
2,24.725,72.877,53.907,53.687,SUCCESS
2,35.609,93.886,59.537,74.97,SUCCESS
1,22.939,61.705,56.755,71.205,SUCCESS
0,20.349,53.989,43.615,52.13,SUCCESS
2,30.851,73.852,57.463,57.498,SUCCESS
0,29.366,91.657,59.277,69.511,SUCCESS
0,22.295,56.601,43.558,47.223,SUCCESS
2,28.271,59.698,44.787,60.168,SUCCESS
1,31.762,58.233,43.302,51.229,SUCCESS
1,27.771,66.347,41.928,57.491,SUCCESS
2,33.467,63.915,42.757,55.326,SUCCESS
1,35.035,90.191,60.274,68.037,SUCCESS
0,25.904,86.805,66.268,63.677,SUCCESS
0,23.174,57.084,42.019,61.52,SUCCESS
1,37.175,88.005,43.472,52.787,SUCCESS
2,33.892,83.425,59.46,71.915,SUCCESS
1,24.588,66.422,69.965,75.331,SUCCESS
0,24.234,60.942,43.151,50.493,SUCCESS
2,27.462,69.241,43.801,54.128,SUCCESS
1,33.292,83.451,69.032,67.529,SUCCESS
2,23.252,60.489,52.832,78.286,SUCCESS
1,24.424,62.966,43.387,56.554,SUCCESS
1,31.761,66.907,41.535,53.472,SUCCESS
2,35.7,93.68,58.578,73.904,SUCCESS
2,20.196,50.527,43.45,56.783,SUCCESS
0,24.038,53.395,43.537,47.55,SUCCESS
1,30.532,77.793,59.774,77.391,SUCCESS
2,27.288,82.592,62.056,72.242,SUCCESS
2,22.501,54.487,43.879,49.522,SUCCESS
1,28.218,52.46,44.603,52.499,SUCCESS
0,20.695,56.376,44.147,52.226,SUCCESS
0,29.803,55.313,42.429,47.75,SUCCESS
2,31.802,83.18,61.118,65.981,SUCCESS
1,24.241,61.581,54.939,75.729,SUCCESS
0,22.711,59.322,45.139,50.183,SUCCESS
1,26.975,82.86,58.992,57.066,SUCCESS
0,31.681,93.947,62.97,67.413,SUCCESS
2,32.075,66.174,44.023,56.059,SUCCESS
0,36.511,95.709,72.558,62.17,SUCCESS
1,29.584,94.406,61.095,77.348,SUCCESS
2,25.081,58.865,44.434,52.635,SUCCESS
2,34.426,66.264,45.992,57.257,SUCCESS
1,31.738,90.325,57.761,60.802,SUCCESS
2,23.541,59.326,57.013,80.21,SUCCESS
2,23.74,65.218,42.689,63.341,SUCCESS
1,31.219,86.812,44.322,54.004,SUCCESS
0,32.252,82.738,66.209,69.537,SUCCESS
1,24.547,59.92,53.729,67.843,SUCCESS
1,21.073,59.625,42.012,50.348,SUCCESS
0,36.108,81.605,42.361,49.141,SUCCESS
0,34.514,78.046,42.494,53.193,SUCCESS
2,26.479,70.365,44.213,68.915,SUCCESS
0,24.618,56.693,47.033,48.593,SUCCESS
0,29.301,88.273,51.069,52.708,SUCCESS
0,32.13,85.481,59.671,80.628,SUCCESS
0,33.846,87.191,64.606,55.932,SUCCESS
2,32.042,58.561,44.321,54.454,SUCCESS
0,37.096,86.958,62.063,52.316,SUCCESS
2,34.45,95.4,58.632,82.344,SUCCESS
0,23.195,60.029,49.681,77.202,SUCCESS
2,24.366,66.159,43.701,56.694,SUCCESS
1,26.384,80.673,62.583,52.919,SUCCESS
2,27.851,88.534,58.923,77.304,SUCCESS
0,25.153,56.698,42.631,46.863,SUCCESS
2,31.677,76.755,50.081,64.645,SUCCESS
2,39.055,91.181,52.232,59.439,SUCCESS
2,37.677,105.958,64.797,92.629,SUCCESS
1,37.026,84.332,65.542,75.786,SUCCESS
1,24.484,66.111,52.113,82.707,SUCCESS
1,23.497,62.856,42.068,52.718,SUCCESS
0,31.163,78.991,43.471,47.982,SUCCESS
1,22.172,59.233,44.738,54.613,SUCCESS
0,23.826,63.866,45.027,56.112,SUCCESS
2,22.652,62.111,41.697,55.32,SUCCESS
0,27.564,71.868,49.426,53.183,SUCCESS
2,41.417,138.524,95.778,67.362,SUCCESS
2,36.931,68.621,46.157,57.675,SUCCESS
1,24.076,59.808,45.652,60.822,SUCCESS
1,23.986,63.314,45.603,78.928,SUCCESS
1,24.132,80.538,63.129,63.385,SUCCESS
0,21.627,57.715,64.042,65.957,SUCCESS
2,31.454,63.054,47.34,65.34,SUCCESS
1,24.527,77.699,44.347,53.571,SUCCESS
0,35.965,70.042,50.549,49.697,SUCCESS
1,34.369,74.055,60.018,74.309,SUCCESS
1,22.706,57.782,66.438,78.736,SUCCESS
2,23.532,62.191,48.002,55.139,SUCCESS
1,24.422,63.228,64.471,69.945,SUCCESS
2,25.559,71.726,64.239,76.465,SUCCESS
0,33.001,72.519,51.073,78.44,SUCCESS
0,21.956,56.118,45.513,49.53,SUCCESS
0,33.994,86.64,44.49,51.805,SUCCESS
2,37.613,78.213,43.183,63.083,SUCCESS
2,30.009,87.46,73.061,83.888,SUCCESS
0,27.232,69.055,42.016,51.58,SUCCESS
0,28.88,83.288,58.509,51.801,SUCCESS
0,33.207,102.547,66.161,74.339,SUCCESS
2,28.163,87.919,65.772,90.637,SUCCESS
0,23.954,81.762,44.541,55.295,SUCCESS
1,22.071,63.501,48.081,51.337,SUCCESS
1,45.37,88.112,50.154,64.464,SUCCESS
0,43.048,92.867,55.695,82.534,SUCCESS
0,36.84,100.331,63.787,82.45,SUCCESS
2,23.371,53.883,47.909,78.265,SUCCESS
0,24.814,73.513,50.268,70.645,SUCCESS
2,31.698,108.709,54.659,58.893,SUCCESS
1,36.421,101.253,73.75,59.817,SUCCESS
0,24.054,62.298,46.855,51.286,SUCCESS
2,41.253,109.501,47.192,63.273,SUCCESS
1,30.131,91.769,59.829,79.009,SUCCESS
1,22.932,60.1,61.826,82.033,SUCCESS
1,20.643,66.98,41.706,55.603,SUCCESS
2,31.213,76.384,47.548,55.757,SUCCESS
0,31.397,75.98,58.538,66.423,SUCCESS
2,23.418,59.444,43.934,65.608,SUCCESS
2,24.933,60.16,45.652,57.662,SUCCESS
2,35.98,72.932,45.572,63.098,SUCCESS
1,29.779,59.86,55.445,68.052,SUCCESS
2,25.934,58.543,50.603,76.678,SUCCESS
2,25.612,63.394,40.707,55.524,SUCCESS
2,29.683,63.633,42.664,52.958,SUCCESS
1,34.552,83.57,59.762,72.035,SUCCESS
0,37.76,90.171,65.919,62.562,SUCCESS
1,24.999,64.582,52.982,77.513,SUCCESS
1,26.854,66.023,48.374,71.556,SUCCESS
2,24.262,64.761,48.777,83.078,SUCCESS
0,25.506,63.692,52.967,54.73,SUCCESS
0,24.754,90.159,51.007,50.425,SUCCESS
1,36.074,93.763,64.152,85.326,SUCCESS
2,34.231,87.237,53.291,51.198,SUCCESS
1,23.702,62.459,44.639,57.341,SUCCESS
0,29.354,77.214,59.6,95.472,SUCCESS
1,31.281,70.218,83.132,94.847,SUCCESS
1,26.241,79.801,70.469,138.806,SUCCESS
1,31.432,62.439,45.623,61.298,SUCCESS
0,25.821,74.542,48.016,52.605,SUCCESS
0,47.002,110.691,69.057,69.367,SUCCESS
1,36.726,86.314,61.382,73.126,SUCCESS
2,27.072,72.622,47.49,63.519,SUCCESS
1,29.084,58.136,43.564,60.815,SUCCESS
2,21.904,58.465,42.985,57.619,SUCCESS
2,28.187,65.91,62.95,72.057,SUCCESS
0,22.84,66.811,68.733,72.832,SUCCESS
0,25.342,53.453,42.843,58.202,SUCCESS
0,26.729,59.396,43.475,46.927,SUCCESS
1,33.031,91.924,60.145,60.88,SUCCESS
1,23.278,59.263,58.27,77.025,SUCCESS
1,23.64,60.294,41.976,53.96,SUCCESS
1,34.219,71.328,42.542,55.981,SUCCESS
1,35.43,92.784,64.254,72.696,SUCCESS
1,24.266,61.875,50.202,70.446,SUCCESS
1,25.476,70.259,43.388,53.565,SUCCESS
1,25.24,73.192,61.952,56.109,SUCCESS
1,24.968,84.006,62.314,77.982,SUCCESS
0,22.269,55.819,43.998,54.757,SUCCESS
0,22.427,55.173,40.911,47.808,SUCCESS
0,36.391,70.711,52.865,52.956,SUCCESS
0,34.808,89.453,63.154,75.961,SUCCESS
2,22.337,62.115,43.78,61.495,SUCCESS
2,24.831,51.698,43.688,50.174,SUCCESS
1,22.32,55.629,53.104,59.678,SUCCESS
0,24.884,71.944,56.336,70.766,SUCCESS
0,26.612,61.346,45.983,52.662,SUCCESS
0,35.738,76.292,43.968,48.899,SUCCESS
0,29.287,86.892,66.096,57.448,SUCCESS
0,25.609,90.692,61.544,70.752,SUCCESS
1,23.082,62.456,43.962,57.768,SUCCESS
1,25.5,65.736,44.406,56.92,SUCCESS
2,30.876,79.918,56.388,66.129,SUCCESS
1,29.439,101.547,69.204,72.044,SUCCESS
1,24.395,62.941,41.832,65.966,SUCCESS
0,24.522,62.655,43.388,56.524,SUCCESS
1,36.782,92.115,68.32,59.605,SUCCESS
2,31.445,87.353,58.768,54.254,SUCCESS
2,23.012,63.883,41.624,54.471,SUCCESS
1,35.734,77.16,42.035,57.409,SUCCESS
2,31.597,80.299,60.605,70.046,SUCCESS
0,23.5,59.814,53.202,65.983,SUCCESS
0,21.224,57.331,45.442,49.144,SUCCESS
0,21.752,67.127,64.659,67.873,SUCCESS
0,26.415,93.455,66.113,70.236,SUCCESS
2,36.503,78.228,42.877,53.763,SUCCESS
0,38.266,95.406,73.916,79.163,SUCCESS
2,22.63,61.673,49.5,75.731,SUCCESS
0,23.317,55.327,40.823,49.411,SUCCESS
1,23.427,61.932,43.13,51.757,SUCCESS
2,37.346,98.558,70.396,73.86,SUCCESS
2,25.911,69.098,62.124,96.22,SUCCESS
1,24.127,63.19,57.841,79.549,SUCCESS
2,32.971,68.215,45.767,55.428,SUCCESS
1,42.679,91.874,73.017,80.792,SUCCESS
1,30.313,92.282,59.786,71.997,SUCCESS
1,24.858,65.11,45.886,59.691,SUCCESS
1,28.488,65.106,45.186,51.25,SUCCESS
2,34.489,95.169,72.909,69.551,SUCCESS
1,22.089,78.787,63.462,77.243,SUCCESS
2,21.862,55.053,43.843,76.467,SUCCESS
0,33.905,68.108,44.425,50.528,SUCCESS
2,30.616,73.729,59.69,59.544,SUCCESS
1,31.624,63.996,42.721,51.583,SUCCESS
0,34.832,75.413,58.133,68.352,SUCCESS
0,21.959,58.742,43.185,62.595,SUCCESS
1,21.248,55.341,43.647,49.504,SUCCESS
1,31.391,89.698,44.845,51.928,SUCCESS
0,30.778,76.794,43.398,48.04,SUCCESS
1,23.73,65.194,42.42,71.227,SUCCESS
1,21.69,57.724,44.89,64.306,SUCCESS
2,24.712,63.816,46.278,75.428,SUCCESS
0,23.538,66.33,56.322,67.299,SUCCESS
2,26.088,68.804,58.381,76.711,SUCCESS
1,31.436,81.654,53.562,54.773,SUCCESS
0,35.241,90.514,59.03,72.94,SUCCESS
2,24.377,62.011,44.19,58.085,SUCCESS
0,21.589,54.409,42.023,47.183,SUCCESS
1,35.096,93.094,43.172,53.318,SUCCESS
0,32.394,79.285,43.1,51.867,SUCCESS
2,22.481,57.793,42.903,56.372,SUCCESS
1,22.315,52.55,44.631,61.336,SUCCESS
0,21.496,58.202,41.947,55.771,SUCCESS
1,24.799,60.6,48.781,51.417,SUCCESS
2,31.365,72.92,57.36,63.211,SUCCESS
0,37.204,93.955,62.002,65.692,SUCCESS
2,26.553,57.47,45.18,68.51,SUCCESS
2,21.476,59.489,44.741,56.913,SUCCESS
