challenge,tgen,tsplit,tsign,tver,resWithNonces
1,22.771,58.846,43.841,52.438,SUCCESS
0,31.198,79.978,61.427,54.146,SUCCESS
2,27.778,73.352,61.038,74.908,SUCCESS
1,24.281,91.461,63.812,75.073,SUCCESS
1,22.902,59.716,43.163,55.202,SUCCESS
1,30.374,83.523,49.106,56.023,SUCCESS
0,34.483,90.706,57.156,65.762,SUCCESS
1,22.878,89.151,62.335,80.559,SUCCESS
0,20.427,61.544,52.488,55.87,SUCCESS
0,24.402,60.789,63.72,61.018,SUCCESS
0,22.344,73.728,59.478,73.377,SUCCESS
0,22.851,58.06,45.372,48.453,SUCCESS
0,32.296,73.021,45.262,47.822,SUCCESS
1,27.842,83.182,67.262,65.765,SUCCESS
0,32.422,82.251,63.763,51.854,SUCCESS
1,21.728,52.376,43.753,50.857,SUCCESS
0,30.998,64.58,46.047,52.863,SUCCESS
2,23.186,57.015,42.363,52.444,SUCCESS
2,34.786,75.651,43.102,57.32,SUCCESS
0,33.062,86.269,52.63,68.63,SUCCESS
1,30.248,86.53,59.71,74.532,SUCCESS
1,21.974,60.258,59.419,74.49,SUCCESS
2,33.633,94.399,54.947,58.052,SUCCESS
1,28.473,73.511,57.974,73.506,SUCCESS
0,22.326,55.982,51.628,67.471,SUCCESS
1,26.409,66.264,41.512,54.314,SUCCESS
0,27.616,60.876,42.421,52.921,SUCCESS
1,34.052,92.637,69.985,65.64,SUCCESS
0,25.002,74.026,61.111,77.936,SUCCESS
1,26.518,79.794,92.469,81.245,SUCCESS
0,28.817,77.387,50.612,50.73,SUCCESS
2,40.248,79.56,58.235,74.826,SUCCESS
1,25.923,59.339,50.091,70.533,SUCCESS
2,20.37,54.74,43.49,56.739,SUCCESS
2,34.147,76.122,60.548,57.823,SUCCESS
0,35.4,91.521,62.227,58.185,SUCCESS
0,22.037,55.963,53.666,67.309,SUCCESS
0,26.36,60.762,46.971,53.121,SUCCESS
2,36.532,78.056,58.888,56.255,SUCCESS
1,36.414,94.847,67.515,75.774,SUCCESS
2,26.765,79.969,71.156,78.582,SUCCESS
2,30.379,67.392,42.474,54.481,SUCCESS
1,35.05,75.494,58.948,79.815,SUCCESS
1,21.364,58.413,60.093,77.651,SUCCESS
1,26.31,58.926,42.462,51.725,SUCCESS
1,29.31,76.492,44.508,56.205,SUCCESS
1,25.704,71.901,62.188,91.996,SUCCESS
0,27.947,78.02,77.328,66.403,SUCCESS
1,28.59,67.461,44.048,53.392,SUCCESS
0,29.202,79.511,58.095,66.149,SUCCESS
2,24.016,58.472,49.947,71.515,SUCCESS
2,24.603,60.261,44.226,52.825,SUCCESS
1,28.231,67.401,43.151,55.001,SUCCESS
0,25.631,54.367,44.171,54.027,SUCCESS
2,28.243,60.869,43.945,72.419,SUCCESS
1,21.195,63.374,62.883,72.097,SUCCESS
0,23.883,53.834,47.139,65.965,SUCCESS
1,24.67,62.046,41.446,51.991,SUCCESS
0,24.705,74.225,45.759,48.385,SUCCESS
0,34.092,83.641,58.628,72.302,SUCCESS
0,30.781,81.586,58.449,66.344,SUCCESS
2,32.251,76.331,43.93,54.333,SUCCESS
1,31.227,78.326,56.582,55.023,SUCCESS
1,23.137,63.225,43.466,53.052,SUCCESS
2,28.856,82.683,56.709,56.56,SUCCESS
0,30.769,91.914,60.756,71.113,SUCCESS
1,25.701,77.58,82.605,98.279,SUCCESS
0,24.972,62.588,44.133,56.321,SUCCESS
1,25.025,59.663,69.016,89.612,SUCCESS
1,23.359,61.653,62.899,70.583,SUCCESS
1,37.673,92.022,48.655,60.371,SUCCESS
0,25.572,72.308,65.146,55.198,SUCCESS
2,30.994,71.442,52.781,72.634,SUCCESS
0,22.526,57.679,43.271,52.27,SUCCESS
0,31.915,73.638,44.251,51.889,SUCCESS
0,32.355,87.47,60.378,52.727,SUCCESS
0,25.239,64.501,49.098,62.381,SUCCESS
1,25.002,63.025,46.697,70.923,SUCCESS
0,21.005,55.728,51.311,61.941,SUCCESS
2,23.805,65.144,42.594,54.406,SUCCESS
2,32.527,79.102,43.857,54.141,SUCCESS
1,39,111.708,76.429,60.51,SUCCESS
0,39.602,109.126,45.737,54.265,SUCCESS
2,20.639,55.519,48.757,60.866,SUCCESS
1,23.87,59.057,44.428,63.84,SUCCESS
0,23.44,61.667,43.794,53.609,SUCCESS
1,24.256,57.39,54.151,58.258,SUCCESS
2,43.832,102.788,59.095,60.878,SUCCESS
2,38.437,116.224,69.667,65.075,SUCCESS
1,33.394,83.983,45.368,53.409,SUCCESS
1,24.14,58.895,42.851,54.027,SUCCESS
0,31.617,84.73,63.273,66.424,SUCCESS
2,26.682,69.064,58.546,74.505,SUCCESS
0,33.862,83.817,57.504,68.123,SUCCESS
1,23.303,57.076,43.8,51.343,SUCCESS
1,28.942,64.069,49.379,50.477,SUCCESS
2,27.883,66.259,52.144,86.748,SUCCESS
2,24.794,63.995,54.547,102.218,SUCCESS
2,30.103,79.333,43.702,54.01,SUCCESS
1,29.478,84.261,59.849,76.688,SUCCESS
1,25.281,59.689,44.755,68.868,SUCCESS
0,24.058,64.605,49.37,58.283,SUCCESS
0,26.138,69.319,43.151,51.093,SUCCESS
0,33.947,91.048,69.698,83.052,SUCCESS
1,21.751,68.721,58.945,75.835,SUCCESS
1,24.503,63.481,41.999,53.095,SUCCESS
2,23.361,78.163,67.546,57.57,SUCCESS
0,28.308,71.429,58.757,62.34,SUCCESS
0,26.241,57.12,47.059,70.926,SUCCESS
0,33.696,69.635,47.141,62.749,SUCCESS
1,25.372,67.947,44.772,58.949,SUCCESS
1,22.923,58.656,51.566,69.892,SUCCESS
2,23.079,62.049,56.922,73.869,SUCCESS
1,26.118,57.503,41.606,50.673,SUCCESS
2,35.776,59.019,43.81,51.932,SUCCESS
0,31.269,89.587,52.943,52.324,SUCCESS
0,33.046,80.316,44.96,49.401,SUCCESS
2,24.688,65.715,42.583,56.047,SUCCESS
0,29.682,83.451,43.889,50.382,SUCCESS
1,33.112,71.557,58.813,72.13,SUCCESS
2,23.396,61.877,58.157,73.241,SUCCESS
2,22.016,58.109,50.576,56.213,SUCCESS
2,24.328,65.127,63.693,54.204,SUCCESS
1,26.756,81.628,58.543,73.155,SUCCESS
0,22.694,59.421,42.341,49.214,SUCCESS
0,24.955,57.888,44.08,49.316,SUCCESS
1,35.966,85.704,42.424,49.359,SUCCESS
2,32.271,73.388,43.788,52.807,SUCCESS
1,20.858,54.001,42.877,55.65,SUCCESS
1,26.8,56.159,42.539,51.701,SUCCESS
2,20.358,61.207,45.095,51.567,SUCCESS
1,27.879,56.493,42.844,53.472,SUCCESS
1,31.641,69.755,53.759,73.749,SUCCESS
2,29.436,75.643,58.675,73.07,SUCCESS
2,28.426,71.696,58.289,75.466,SUCCESS
2,26.361,82.36,49.786,50.281,SUCCESS
0,29.093,82.72,60.9,69.726,SUCCESS
0,22.709,57.72,49.042,73.835,SUCCESS
0,24.04,56.722,43.823,49.811,SUCCESS
0,23.276,63.42,45.372,51.97,SUCCESS
1,29.531,79.764,59.164,78.436,SUCCESS
2,23.419,54.63,43.281,69.796,SUCCESS
0,22.993,57.705,42.643,55.299,SUCCESS
1,22.545,56.947,41.969,56.287,SUCCESS
2,26.515,61.97,43.438,60.47,SUCCESS
0,23.622,63.857,50.456,73.231,SUCCESS
0,27.559,71.59,56.481,71.062,SUCCESS
1,26.214,70.28,45.954,55.952,SUCCESS
1,31.269,92.186,43.892,52.12,SUCCESS
2,34.225,90.353,60.598,58.156,SUCCESS
1,29.528,82.231,59.762,56.629,SUCCESS
0,22.718,59.345,41.654,50.464,SUCCESS
0,24.912,65.671,43.29,52.073,SUCCESS
2,21.019,51.062,41.94,50.025,SUCCESS
1,37.805,64.797,43.8,57.147,SUCCESS
2,33.729,84.84,59.484,63.357,SUCCESS
0,22.36,74.752,60.055,74.486,SUCCESS
1,22.977,59.968,41.568,56.735,SUCCESS
0,29.393,65.719,44.203,52.224,SUCCESS
2,32.364,95.775,71.785,52.906,SUCCESS
1,35.91,89.503,58.837,55.372,SUCCESS
1,21.329,54.369,42.29,55.237,SUCCESS
2,30.243,73.976,58.158,58.059,SUCCESS
2,25.128,86.461,59.488,73.152,SUCCESS
2,20.801,53.604,45.771,73.01,SUCCESS
0,25.978,62.837,43.753,55.453,SUCCESS
2,22.601,59.779,49.35,70.294,SUCCESS
1,22.499,60.262,57.839,61.221,SUCCESS
0,23.856,65.343,42.058,49.181,SUCCESS
1,31.766,73.741,57.492,65.115,SUCCESS
2,31.461,81.789,70.017,81.627,SUCCESS
2,22.507,65.686,44.144,78.261,SUCCESS
1,21.79,56.441,44.442,58.206,SUCCESS
2,25.365,59.503,55.717,51.624,SUCCESS
1,30.119,82.914,59.659,71.51,SUCCESS
2,20.892,60.65,43.779,70.061,SUCCESS
0,26.027,67.127,42.269,54.007,SUCCESS
2,34.936,77.369,46.502,53.388,SUCCESS
2,25.676,88.185,59.32,80.329,SUCCESS
1,25.222,72.647,60.058,75.369,SUCCESS
0,23.306,68.115,60.141,53.205,SUCCESS
1,28.514,84.537,60.676,76.337,SUCCESS
2,34.764,93.277,51.958,62.989,SUCCESS
0,31.035,76.885,64.629,59.842,SUCCESS
2,29.728,85.53,59.182,74.605,SUCCESS
0,25.7,55.586,55.602,71.23,SUCCESS
1,22.35,64.091,44.629,51.434,SUCCESS
0,23.037,69.964,48.843,70.782,SUCCESS
2,23,63.943,54.517,78.099,SUCCESS
0,25.545,76.106,60.436,52.347,SUCCESS
1,34.975,88.671,60.24,77.536,SUCCESS
2,29.544,75.014,77.962,88.319,SUCCESS
0,25.074,62.755,42.253,63.106,SUCCESS
0,24.062,64.779,46.258,51.483,SUCCESS
1,29.933,58.748,45.574,67.57,SUCCESS
1,25.014,54.165,47.915,82.41,SUCCESS
0,26.855,72.161,63.491,57.714,SUCCESS
0,26.108,66.965,61.992,67.525,SUCCESS
2,26.111,65.14,53.969,73.091,SUCCESS
2,21.786,59.547,44.456,52.534,SUCCESS
0,24.851,67.644,43.074,49.747,SUCCESS
0,32.253,80.266,49.592,52.431,SUCCESS
0,32.541,92.205,54.861,75.726,SUCCESS
2,24.126,62.129,57.349,71.05,SUCCESS
0,22.753,63.701,58.572,85.809,SUCCESS
0,27.086,67.029,44.52,53.133,SUCCESS
1,28.207,70.288,43.381,51.978,SUCCESS
1,33.31,76.995,51.872,53.686,SUCCESS
0,30.505,93.152,61.453,50.145,SUCCESS
2,25.673,64.238,42.752,58.335,SUCCESS
2,22.584,56.98,43.57,57.577,SUCCESS
2,24.242,65.246,42.704,59.545,SUCCESS
0,26.556,68.183,44.897,58.815,SUCCESS
1,28.376,77.271,59.793,53.746,SUCCESS
2,36.049,94.759,58.959,78.037,SUCCESS
2,23.495,55.739,54.56,70.517,SUCCESS
1,35.501,70.919,42.431,54.345,SUCCESS
2,33.721,93.018,53.539,56.211,SUCCESS
1,20.653,53.153,41.565,54.99,SUCCESS
2,37.519,93.361,43.192,56.736,SUCCESS
0,30.557,76.834,59.299,62.82,SUCCESS
2,23.909,63.903,57.489,79.984,SUCCESS
2,25.589,68.434,43.407,53.912,SUCCESS
1,21.211,58.601,62.704,70.4,SUCCESS
2,25.812,88.236,61.779,81.77,SUCCESS
1,34.382,71.127,45.723,68.445,SUCCESS
0,34.201,78.783,69.475,65.845,SUCCESS
1,23.268,72.451,63.158,78.993,SUCCESS
1,24.117,67.086,57.854,87.397,SUCCESS
1,24.187,62.272,44.502,70.939,SUCCESS
0,25.731,69.905,60.306,73.561,SUCCESS
1,25.431,79.762,57.163,75.678,SUCCESS
2,31.059,70.683,44.359,56.665,SUCCESS
0,34.535,88.795,59.14,71.982,SUCCESS
1,24.892,74.795,61.629,71.274,SUCCESS
2,20.814,51.275,42.404,50.434,SUCCESS
2,24.138,56.62,44.988,56.936,SUCCESS
2,30.608,80.113,60.942,55.834,SUCCESS
2,24.438,61.424,57.764,85.905,SUCCESS
1,26.024,63.9,49.861,80.087,SUCCESS
1,22.302,61.08,51.235,71.533,SUCCESS
1,24.664,68.242,59.795,78.021,SUCCESS
0,27.814,58.722,43.207,48.253,SUCCESS
1,22.835,68.503,55.157,55.73,SUCCESS
0,32.296,82.45,57.867,64.914,SUCCESS
1,24.393,72.691,65.393,76.247,SUCCESS
0,24.574,60.128,42.009,50.063,SUCCESS
1,24.094,76.09,45.723,57.381,SUCCESS
1,33.347,65.788,43.877,59.11,SUCCESS
0,27.309,66.772,44.481,70.374,SUCCESS
1,23.813,74.984,61.482,68.187,SUCCESS
0,21.11,51.461,53.373,64.597,SUCCESS
1,27.277,60.686,42.993,55.915,SUCCESS
0,29.877,58.199,57.776,53.229,SUCCESS
0,35.324,77.042,59.193,61.648,SUCCESS
2,22.687,68.091,57.82,73.043,SUCCESS
2,23.546,55.618,42.462,51.929,SUCCESS
2,32.543,70.579,42.669,53.655,SUCCESS
0,30.124,65.925,42.876,52.612,SUCCESS
2,21.87,58.172,44.493,54.558,SUCCESS
1,24.347,61.315,44.279,59.3,SUCCESS
2,30.264,93.575,63.881,65.889,SUCCESS
0,25.232,71.748,59.602,78.584,SUCCESS
1,28.364,65.518,45.077,82.532,SUCCESS
0,29.89,67.238,41.611,51.789,SUCCESS
1,36.922,100.41,60.543,62.149,SUCCESS
2,24.144,79.048,57.886,71.689,SUCCESS
2,26.272,67.558,46.992,74.213,SUCCESS
1,22.313,55.981,43.002,51.707,SUCCESS
2,22.826,64.042,43.16,59.652,SUCCESS
0,26.841,61.977,49.811,57.985,SUCCESS
0,24.379,66.16,45.743,48.348,SUCCESS
1,26.796,89.15,48.613,53.27,SUCCESS
0,29.57,78.662,60.182,70.538,SUCCESS
0,33.323,82.22,69.973,56.727,SUCCESS
1,23.156,55.904,41.756,50.434,SUCCESS
2,33.27,85.054,60.473,68.595,SUCCESS
0,24.982,79.282,59.012,68.33,SUCCESS
2,24.774,56.725,49.24,65.07,SUCCESS
1,24.596,61.001,42.308,54.78,SUCCESS
0,25.754,63.545,42.878,51.967,SUCCESS
0,25.136,63.549,44.135,50.439,SUCCESS
1,21.826,57.148,46.911,54.817,SUCCESS
2,38.142,93.714,54.102,58.216,SUCCESS
0,23.658,71.971,63.27,72.234,SUCCESS
0,24.493,58.145,52.673,69.535,SUCCESS
0,27.861,63.6,42.239,46.099,SUCCESS
1,34.672,89.625,62.644,75.378,SUCCESS
0,21.643,57.434,43.529,62.797,SUCCESS
0,24.957,63.59,42.112,51.523,SUCCESS
2,34.1,77.622,43.808,52.036,SUCCESS
2,34.902,79.754,47.389,52.059,SUCCESS
0,26.161,66.428,44.705,50.928,SUCCESS
1,23.022,58.456,46.256,57.115,SUCCESS
2,34.905,87.465,63.487,57.474,SUCCESS
0,32.91,78.977,59.657,73.311,SUCCESS
0,33.063,89.542,63.729,86.551,SUCCESS
0,37.545,69.937,43.023,52.274,SUCCESS
0,34.643,76.542,62.795,66.824,SUCCESS
0,20.845,68.68,58.996,67.243,SUCCESS
1,26.141,64.608,47.426,79.366,SUCCESS
2,23.337,61.281,41.889,55.319,SUCCESS
0,34.984,90.266,47.225,51.686,SUCCESS
0,35.238,90.88,60.981,66.661,SUCCESS
0,25.999,66.818,45.348,72.28,SUCCESS
1,30.387,92.12,42.37,52.451,SUCCESS
2,29.315,77.145,59.154,74.488,SUCCESS
0,25.691,53.158,58.592,69.06,SUCCESS
1,23.638,53.647,43.457,52.108,SUCCESS
0,31.855,70.031,44.11,52.837,SUCCESS
2,23.836,55.414,41.765,51.845,SUCCESS
0,23.588,65.095,42.913,60.459,SUCCESS
1,25.251,65.594,45.583,74.857,SUCCESS
2,24.469,63.662,48.924,75.37,SUCCESS
1,23.419,66.464,42.199,51.503,SUCCESS
1,31.299,67.396,42.713,51.875,SUCCESS
2,35.848,90.294,54.593,54.209,SUCCESS
1,30.564,80.501,49.201,51.464,SUCCESS
1,20.305,52.983,42.752,51.71,SUCCESS
2,30.127,57.983,42.922,55.453,SUCCESS
2,24.067,59.378,44.573,53.515,SUCCESS
0,32.071,70.555,42.668,50.129,SUCCESS
0,28.339,83.71,58.214,68.794,SUCCESS
0,22.898,63.126,53.468,66.926,SUCCESS
2,23.341,58.633,45.623,57.456,SUCCESS
0,21.105,57.546,57.364,60.183,SUCCESS
1,25.781,72.571,61.279,74.859,SUCCESS
1,34.382,83.995,50.793,54.051,SUCCESS
1,25.659,68.289,59.66,75.065,SUCCESS
0,23.007,58.784,48.527,73.137,SUCCESS
0,22.08,59.796,42.312,49.904,SUCCESS
1,30.515,65.869,42.66,53.688,SUCCESS
2,31.758,61.624,42.745,51.408,SUCCESS
1,22.743,59.877,43.865,54.729,SUCCESS
0,22.708,62.87,43.532,51.553,SUCCESS
0,25.658,59.605,43.47,50.758,SUCCESS
0,26.697,67.566,43.978,54.449,SUCCESS
0,30.395,78.08,60.595,61.672,SUCCESS
0,24.415,60.558,60.604,78.837,SUCCESS
1,22.603,59.482,42.829,54.745,SUCCESS
1,33.129,89.286,46.657,57.057,SUCCESS
1,30.359,80.885,60.573,60.558,SUCCESS
2,25.377,59.362,42.006,53.044,SUCCESS
2,30.467,79.854,57.801,52.104,SUCCESS
1,23.475,59.946,56.092,78.244,SUCCESS
1,26.238,63.634,41.61,55.175,SUCCESS
1,34.972,75.233,42.97,60.363,SUCCESS
2,35.028,77.17,59.943,69.175,SUCCESS
0,25.425,71.017,62.778,75.867,SUCCESS
2,32.256,90.084,47.872,52.803,SUCCESS
1,35.476,84.255,59.125,73.084,SUCCESS
2,22.742,69.417,83.523,94.571,SUCCESS
