No,Latitude,Longitude,Speed,Date,Time
936,53.880486,-1.917208,3.09,2013/12/09,18:54:56
937,53.880485,-1.917328,2.63,2013/12/09,18:54:59
938,53.880483,-1.917448,2.63,2013/12/09,18:55:02
939,53.880483,-1.917488,2.62,2013/12/09,18:55:03
940,53.880486,-1.917522,0.75,2013/12/09,18:55:06
941,53.880490,-1.917557,0.78,2013/12/09,18:55:09
942,53.880491,-1.917568,0.73,2013/12/09,18:55:10
943,53.880483,-1.917776,6.84,2013/12/09,18:55:12
944,53.880488,-1.917948,3.77,2013/12/09,18:55:15
945,53.880492,-1.918063,3.78,2013/12/09,18:55:17
946,53.880498,-1.918194,2.87,2013/12/09,18:55:20
947,53.880505,-1.918325,2.88,2013/12/09,18:55:23
948,53.880507,-1.918369,2.90,2013/12/09,18:55:24
949,53.880504,-1.918469,2.19,2013/12/09,18:55:27
950,53.880501,-1.918570,2.21,2013/12/09,18:55:30
951,53.880500,-1.918603,2.17,2013/12/09,18:55:31
952,53.880506,-1.918714,2.44,2013/12/09,18:55:34
953,53.880511,-1.918826,2.46,2013/12/09,18:55:37
954,53.880516,-1.918925,2.17,2013/12/09,18:55:40
955,53.880520,-1.919024,2.17,2013/12/09,18:55:43
956,53.880529,-1.919140,2.56,2013/12/09,18:55:46
957,53.880535,-1.919218,2.58,2013/12/09,18:55:48
958,53.880521,-1.919348,2.89,2013/12/09,18:55:51
959,53.880512,-1.919435,2.90,2013/12/09,18:55:53
960,53.880502,-1.919561,2.78,2013/12/09,18:55:56
961,53.880496,-1.919645,2.78,2013/12/09,18:55:58
962,53.880492,-1.919811,3.63,2013/12/09,18:56:01
963,53.880490,-1.919921,3.61,2013/12/09,18:56:03
964,53.880490,-1.919957,0.79,2013/12/09,18:56:06
965,53.880489,-1.919993,0.79,2013/12/09,18:56:09
966,53.880489,-1.920005,0.79,2013/12/09,18:56:10
967,53.880459,-1.920278,9.11,2013/12/09,18:56:12
968,53.880441,-1.920389,2.52,2013/12/09,18:56:15
969,53.880424,-1.920501,2.53,2013/12/09,18:56:18
970,53.880418,-1.920538,2.52,2013/12/09,18:56:19
971,53.880398,-1.920656,2.69,2013/12/09,18:56:22
972,53.880377,-1.920773,2.68,2013/12/09,18:56:25
973,53.880357,-1.920877,2.39,2013/12/09,18:56:28
974,53.880337,-1.920981,2.39,2013/12/09,18:56:31
975,53.880308,-1.921124,3.31,2013/12/09,18:56:34
976,53.880289,-1.921219,3.29,2013/12/09,18:56:36
977,53.880257,-1.921353,3.16,2013/12/09,18:56:39
978,53.880225,-1.921486,3.14,2013/12/09,18:56:42
979,53.880207,-1.921590,2.37,2013/12/09,18:56:45
980,53.880190,-1.921693,2.34,2013/12/09,18:56:48
981,53.880184,-1.921728,2.39,2013/12/09,18:56:49
982,53.880162,-1.921873,3.28,2013/12/09,18:56:52
983,53.880140,-1.922017,3.25,2013/12/09,18:56:55
984,53.880125,-1.922134,2.62,2013/12/09,18:56:58
985,53.880109,-1.922250,2.61,2013/12/09,18:57:01
986,53.880104,-1.922289,2.62,2013/12/09,18:57:02
987,53.880089,-1.922391,2.30,2013/12/09,18:57:05
988,53.880073,-1.922492,2.29,2013/12/09,18:57:08
989,53.880068,-1.922526,2.30,2013/12/09,18:57:09
990,53.880055,-1.922644,2.63,2013/12/09,18:57:12
991,53.880042,-1.922761,2.60,2013/12/09,18:57:15
992,53.880027,-1.922862,2.28,2013/12/09,18:57:18
993,53.880011,-1.922962,2.27,2013/12/09,18:57:21
994,53.879989,-1.923067,2.44,2013/12/09,18:57:24
995,53.879975,-1.923137,2.43,2013/12/09,18:57:26
996,53.879936,-1.923261,3.07,2013/12/09,18:57:29
997,53.879910,-1.923343,3.05,2013/12/09,18:57:31
998,53.879890,-1.923457,2.60,2013/12/09,18:57:34
999,53.879869,-1.923570,2.59,2013/12/09,18:57:37
1000,53.879860,-1.923614,1.02,2013/12/09,18:57:40
1001,53.879852,-1.923658,1.01,2013/12/09,18:57:43
1002,53.879849,-1.923673,1.04,2013/12/09,18:57:44
1003,53.879844,-1.923799,2.76,2013/12/09,18:57:47
1004,53.879864,-1.923828,0.98,2013/12/09,18:57:50
1005,53.879871,-1.923838,1.02,2013/12/09,18:57:51
1006,53.880024,-1.923974,9.61,2013/12/09,18:57:53
1007,53.880087,-1.924015,2.50,2013/12/09,18:57:56
1008,53.880151,-1.924056,2.54,2013/12/09,18:57:59
1009,53.880172,-1.924070,2.51,2013/12/09,18:58:00
1010,53.880252,-1.924122,3.18,2013/12/09,18:58:03
1011,53.880332,-1.924174,3.18,2013/12/09,18:58:06
1012,53.880372,-1.924193,1.54,2013/12/09,18:58:09
1013,53.880413,-1.924213,1.58,2013/12/09,18:58:12
1014,53.880426,-1.924219,1.50,2013/12/09,18:58:13
1015,53.880503,-1.924265,3.03,2013/12/09,18:58:16
1016,53.880529,-1.924280,3.06,2013/12/09,18:58:17
1017,53.880628,-1.924363,4.10,2013/12/09,18:58:20
1018,53.880661,-1.924391,4.11,2013/12/09,18:58:21
1019,53.880705,-1.924433,1.87,2013/12/09,18:58:24
1020,53.880748,-1.924476,1.85,2013/12/09,18:58:27
1021,53.880850,-1.924586,4.48,2013/12/09,18:58:30
1022,53.880884,-1.924623,4.50,2013/12/09,18:58:31
1023,53.880960,-1.924696,3.24,2013/12/09,18:58:34
1024,53.881035,-1.924770,3.22,2013/12/09,18:58:37
1025,53.881102,-1.924841,2.93,2013/12/09,18:58:40
1026,53.881169,-1.924913,2.94,2013/12/09,18:58:43
1027,53.881235,-1.924995,3.04,2013/12/09,18:58:46
1028,53.881279,-1.925049,3.02,2013/12/09,18:58:48
1029,53.881370,-1.925164,4.21,2013/12/09,18:58:51
1030,53.881431,-1.925240,4.21,2013/12/09,18:58:53
1031,53.881490,-1.925316,2.75,2013/12/09,18:58:56
1032,53.881549,-1.925392,2.75,2013/12/09,18:58:59
1033,53.881569,-1.925417,2.77,2013/12/09,18:59:00
1034,53.881629,-1.925495,2.80,2013/12/09,18:59:03
1035,53.881689,-1.925574,2.82,2013/12/09,18:59:06
1036,53.881771,-1.925685,3.89,2013/12/09,18:59:09
1037,53.881825,-1.925759,3.86,2013/12/09,18:59:11
1038,53.881890,-1.925854,3.18,2013/12/09,18:59:14
1039,53.881955,-1.925949,3.18,2013/12/09,18:59:17
1040,53.882003,-1.926026,2.45,2013/12/09,18:59:20
1041,53.882051,-1.926103,2.45,2013/12/09,18:59:23
1042,53.882119,-1.926188,3.13,2013/12/09,18:59:26
1043,53.882165,-1.926244,3.15,2013/12/09,18:59:28
1044,53.882245,-1.926359,3.89,2013/12/09,18:59:31
1045,53.882299,-1.926435,3.91,2013/12/09,18:59:33
1046,53.882357,-1.926505,2.64,2013/12/09,18:59:36
1047,53.882414,-1.926576,2.62,2013/12/09,18:59:39
1048,53.882488,-1.926653,3.22,2013/12/09,18:59:42
1049,53.882537,-1.926704,3.20,2013/12/09,18:59:44
1050,53.882605,-1.926766,2.86,2013/12/09,18:59:47
1051,53.882651,-1.926807,2.89,2013/12/09,18:59:49
1052,53.882760,-1.926910,4.63,2013/12/09,18:59:52
1053,53.882796,-1.926945,4.62,2013/12/09,18:59:53
1054,53.882865,-1.927028,3.14,2013/12/09,18:59:56
1055,53.882934,-1.927111,3.14,2013/12/09,18:59:59
1056,53.882979,-1.927176,2.19,2013/12/09,19:00:02
1057,53.883023,-1.927241,2.16,2013/12/09,19:00:05
1058,53.883066,-1.927309,2.18,2013/12/09,19:00:08
1059,53.883095,-1.927355,2.21,2013/12/09,19:00:10
1060,53.883177,-1.927452,3.71,2013/12/09,19:00:13
1061,53.883204,-1.927485,3.70,2013/12/09,19:00:14
1062,53.883275,-1.927567,3.19,2013/12/09,19:00:17
1063,53.883322,-1.927621,3.16,2013/12/09,19:00:19
1064,53.883394,-1.927703,3.22,2013/12/09,19:00:22
1065,53.883442,-1.927758,3.22,2013/12/09,19:00:24
1066,53.883455,-1.927771,0.56,2013/12/09,19:00:27
1067,53.883463,-1.927779,0.52,2013/12/09,19:00:29
1068,53.883463,-1.927779,0.00,2013/12/09,19:00:30
1069,53.883652,-1.928003,8.55,2013/12/09,19:00:33
1070,53.883715,-1.928078,8.57,2013/12/09,19:00:34
1071,53.883762,-1.928133,2.12,2013/12/09,19:00:37
1072,53.883809,-1.928188,2.12,2013/12/09,19:00:40
1073,53.883924,-1.928312,5.06,2013/12/09,19:00:43
1074,53.883962,-1.928354,5.05,2013/12/09,19:00:44
1075,53.884031,-1.928444,3.23,2013/12/09,19:00:47
1076,53.884100,-1.928534,3.23,2013/12/09,19:00:50
1077,53.884149,-1.928605,2.39,2013/12/09,19:00:53
1078,53.884198,-1.928676,2.39,2013/12/09,19:00:56
1079,53.884277,-1.928773,3.62,2013/12/09,19:00:59
1080,53.884330,-1.928837,3.62,2013/12/09,19:01:01
1081,53.884386,-1.928868,2.19,2013/12/09,19:01:04
1082,53.884442,-1.928900,2.19,2013/12/09,19:01:07
1083,53.884458,-1.928915,0.68,2013/12/09,19:01:10
1084,53.884468,-1.928925,0.65,2013/12/09,19:01:12
1085,53.884560,-1.929018,3.97,2013/12/09,19:01:15
1086,53.884651,-1.929111,3.94,2013/12/09,19:01:18
1087,53.884743,-1.929204,3.97,2013/12/09,19:01:21
1088,53.884834,-1.929284,3.80,2013/12/09,19:01:24
1089,53.884894,-1.929337,3.77,2013/12/09,19:01:26
1090,53.884941,-1.929369,1.88,2013/12/09,19:01:29
1091,53.884988,-1.929400,1.87,2013/12/09,19:01:32
1092,53.885004,-1.929411,1.92,2013/12/09,19:01:33
1093,53.885107,-1.929485,4.15,2013/12/09,19:01:36
1094,53.885141,-1.929510,4.13,2013/12/09,19:01:37
1095,53.885246,-1.929572,4.13,2013/12/09,19:01:40
1096,53.885316,-1.929613,4.12,2013/12/09,19:01:42
1097,53.885369,-1.929648,2.11,2013/12/09,19:01:45
1098,53.885422,-1.929684,2.12,2013/12/09,19:01:48
1099,53.885517,-1.929742,3.75,2013/12/09,19:01:51
1100,53.885549,-1.929762,3.80,2013/12/09,19:01:52
1101,53.885644,-1.929809,3.67,2013/12/09,19:01:55
1102,53.885707,-1.929841,3.66,2013/12/09,19:01:57
1103,53.885752,-1.929872,1.80,2013/12/09,19:02:00
1104,53.885796,-1.929903,1.77,2013/12/09,19:02:03
1105,53.885909,-1.929941,4.27,2013/12/09,19:02:06
1106,53.885946,-1.929954,4.21,2013/12/09,19:02:07
1107,53.886033,-1.929983,3.29,2013/12/09,19:02:10
1108,53.886120,-1.930012,3.29,2013/12/09,19:02:13
1109,53.886179,-1.930043,2.29,2013/12/09,19:02:16
1110,53.886237,-1.930074,2.26,2013/12/09,19:02:19
1111,53.886257,-1.930084,2.32,2013/12/09,19:02:20
1112,53.886306,-1.930110,1.91,2013/12/09,19:02:23
1113,53.886354,-1.930137,1.88,2013/12/09,19:02:26
1114,53.886435,-1.930183,3.17,2013/12/09,19:02:29
1115,53.886462,-1.930198,3.16,2013/12/09,19:02:30
1116,53.886501,-1.930205,1.46,2013/12/09,19:02:33
1117,53.886514,-1.930208,1.46,2013/12/09,19:02:34
1118,53.886610,-1.930185,3.60,2013/12/09,19:02:37
1119,53.886701,-1.930270,3.85,2013/12/09,19:02:40
1120,53.886731,-1.930298,3.81,2013/12/09,19:02:41
1121,53.886789,-1.930361,2.56,2013/12/09,19:02:44
1122,53.886827,-1.930403,2.52,2013/12/09,19:02:46
1123,53.886900,-1.930484,3.24,2013/12/09,19:02:49
1124,53.886948,-1.930538,3.21,2013/12/09,19:02:51
1125,53.887007,-1.930591,2.48,2013/12/09,19:02:54
1126,53.887065,-1.930645,2.45,2013/12/09,19:02:57
1127,53.887132,-1.930729,3.09,2013/12/09,19:03:00
1128,53.887177,-1.930785,3.11,2013/12/09,19:03:02
1129,53.887269,-1.930912,4.40,2013/12/09,19:03:05
1130,53.887331,-1.930996,4.42,2013/12/09,19:03:07
1131,53.887373,-1.931054,2.01,2013/12/09,19:03:10
1132,53.887414,-1.931113,1.99,2013/12/09,19:03:13
1133,53.887428,-1.931132,2.00,2013/12/09,19:03:14
1134,53.887507,-1.931236,3.71,2013/12/09,19:03:17
1135,53.887559,-1.931305,3.67,2013/12/09,19:03:19
1136,53.887622,-1.931388,2.96,2013/12/09,19:03:22
1137,53.887685,-1.931471,2.96,2013/12/09,19:03:25
1138,53.887758,-1.931571,3.48,2013/12/09,19:03:28
1139,53.887830,-1.931672,3.47,2013/12/09,19:03:31
1140,53.887885,-1.931749,2.65,2013/12/09,19:03:34
1141,53.887941,-1.931826,2.67,2013/12/09,19:03:37
1142,53.887959,-1.931852,2.63,2013/12/09,19:03:38
1143,53.888022,-1.931931,2.91,2013/12/09,19:03:41
1144,53.888085,-1.932011,2.92,2013/12/09,19:03:44
1145,53.888106,-1.932037,2.89,2013/12/09,19:03:45
1146,53.888149,-1.932094,2.02,2013/12/09,19:03:48
1147,53.888193,-1.932150,2.04,2013/12/09,19:03:51
1148,53.888207,-1.932169,2.00,2013/12/09,19:03:52
1149,53.888255,-1.932251,2.53,2013/12/09,19:03:55
1150,53.888287,-1.932306,2.54,2013/12/09,19:03:57
1151,53.888363,-1.932416,3.71,2013/12/09,19:04:00
1152,53.888413,-1.932489,3.67,2013/12/09,19:04:02
1153,53.888464,-1.932537,2.16,2013/12/09,19:04:05
1154,53.888515,-1.932586,2.17,2013/12/09,19:04:08
1155,53.888532,-1.932602,2.16,2013/12/09,19:04:09
1156,53.888611,-1.932670,3.29,2013/12/09,19:04:12
1157,53.888663,-1.932716,3.26,2013/12/09,19:04:14
1158,53.888718,-1.932769,2.35,2013/12/09,19:04:17
1159,53.888772,-1.932823,2.33,2013/12/09,19:04:20
1160,53.888845,-1.932895,3.13,2013/12/09,19:04:23
1161,53.888893,-1.932943,3.10,2013/12/09,19:04:25
1162,53.888978,-1.933034,3.73,2013/12/09,19:04:28
1163,53.889034,-1.933094,3.69,2013/12/09,19:04:30
1164,53.889097,-1.933142,2.56,2013/12/09,19:04:33
1165,53.889159,-1.933190,2.53,2013/12/09,19:04:36
1166,53.889243,-1.933254,3.42,2013/12/09,19:04:39
1167,53.889299,-1.933297,3.42,2013/12/09,19:04:41
1168,53.889395,-1.933372,3.92,2013/12/09,19:04:44
1169,53.889490,-1.933448,3.90,2013/12/09,19:04:47
1170,53.889507,-1.933460,0.68,2013/12/09,19:04:50
1171,53.889523,-1.933471,0.64,2013/12/09,19:04:53
1172,53.889534,-1.933479,0.67,2013/12/09,19:04:55
1173,53.889650,-1.933560,6.98,2013/12/09,19:04:57
1174,53.889717,-1.933610,2.72,2013/12/09,19:05:00
1175,53.889761,-1.933643,2.68,2013/12/09,19:05:02
1176,53.889785,-1.933657,0.94,2013/12/09,19:05:05
1177,53.889801,-1.933666,0.94,2013/12/09,19:05:07
1178,53.889915,-1.933730,6.68,2013/12/09,19:05:09
1179,53.890002,-1.933794,3.52,2013/12/09,19:05:12
1180,53.890060,-1.933837,3.52,2013/12/09,19:05:14
1181,53.890132,-1.933865,2.74,2013/12/09,19:05:17
1182,53.890203,-1.933893,2.70,2013/12/09,19:05:20
1183,53.890227,-1.933902,2.74,2013/12/09,19:05:21
1184,53.890277,-1.933922,1.91,2013/12/09,19:05:24
1185,53.890327,-1.933942,1.91,2013/12/09,19:05:27
1186,53.890344,-1.933949,1.95,2013/12/09,19:05:28
1187,53.890436,-1.933984,3.50,2013/12/09,19:05:31
1188,53.890498,-1.934008,3.54,2013/12/09,19:05:33
1189,53.890587,-1.934034,3.35,2013/12/09,19:05:36
1190,53.890675,-1.934060,3.31,2013/12/09,19:05:39
1191,53.890743,-1.934081,2.56,2013/12/09,19:05:42
1192,53.890810,-1.934101,2.52,2013/12/09,19:05:45
1193,53.890833,-1.934108,2.60,2013/12/09,19:05:46
1194,53.890922,-1.934141,3.38,2013/12/09,19:05:49
1195,53.891010,-1.934174,3.34,2013/12/09,19:05:52
1196,53.891042,-1.934183,1.20,2013/12/09,19:05:55
1197,53.891074,-1.934192,1.20,2013/12/09,19:05:58
1198,53.891085,-1.934195,1.24,2013/12/09,19:05:59
1199,53.891163,-1.934217,2.93,2013/12/09,19:06:02
1200,53.891189,-1.934224,2.93,2013/12/09,19:06:03
1201,53.891244,-1.934227,2.04,2013/12/09,19:06:06
1202,53.891280,-1.934229,2.00,2013/12/09,19:06:08
1203,53.891370,-1.934235,3.34,2013/12/09,19:06:11
1204,53.891430,-1.934239,3.34,2013/12/09,19:06:13
1205,53.891430,-1.934239,0.00,2013/12/09,19:06:16
1206,53.891430,-1.934239,0.00,2013/12/09,19:06:19
1207,53.891430,-1.934239,0.00,2013/12/09,19:06:20
1208,53.891648,-1.934258,8.10,2013/12/09,19:06:23
1209,53.891720,-1.934264,8.02,2013/12/09,19:06:24
1210,53.891808,-1.934256,3.27,2013/12/09,19:06:27
1211,53.891896,-1.934248,3.27,2013/12/09,19:06:30
1212,53.891997,-1.934271,3.78,2013/12/09,19:06:33
1213,53.892064,-1.934287,3.77,2013/12/09,19:06:35
1214,53.892160,-1.934322,3.64,2013/12/09,19:06:38
1215,53.892255,-1.934358,3.61,2013/12/09,19:06:41
1216,53.892285,-1.934372,1.15,2013/12/09,19:06:44
1217,53.892314,-1.934386,1.12,2013/12/09,19:06:47
1218,53.892334,-1.934395,1.15,2013/12/09,19:06:49
1219,53.892399,-1.934429,2.52,2013/12/09,19:06:52
1220,53.892442,-1.934451,2.50,2013/12/09,19:06:54
1221,53.892533,-1.934508,3.60,2013/12/09,19:06:57
1222,53.892593,-1.934546,3.56,2013/12/09,19:06:59
1223,53.892692,-1.934646,4.28,2013/12/09,19:07:02
1224,53.892758,-1.934712,4.26,2013/12/09,19:07:04
1225,53.892824,-1.934783,2.90,2013/12/09,19:07:07
1226,53.892890,-1.934855,2.91,2013/12/09,19:07:10
1227,53.892933,-1.934915,2.07,2013/12/09,19:07:13
1228,53.892975,-1.934976,2.05,2013/12/09,19:07:16
1229,53.893034,-1.935061,2.87,2013/12/09,19:07:19
1230,53.893073,-1.935117,2.84,2013/12/09,19:07:21
1231,53.893081,-1.935133,0.46,2013/12/09,19:07:24
1232,53.893086,-1.935143,0.43,2013/12/09,19:07:26
1233,53.893149,-1.935247,3.26,2013/12/09,19:07:29
1234,53.893211,-1.935351,3.23,2013/12/09,19:07:32
1235,53.893253,-1.935421,3.28,2013/12/09,19:07:34
1236,53.893303,-1.935519,2.83,2013/12/09,19:07:37
1237,53.893320,-1.935552,2.88,2013/12/09,19:07:38
1238,53.893361,-1.935617,2.08,2013/12/09,19:07:41
1239,53.893388,-1.935661,2.08,2013/12/09,19:07:43
1240,53.893421,-1.935695,1.43,2013/12/09,19:07:46
1241,53.893432,-1.935707,1.46,2013/12/09,19:07:47
1242,53.893569,-1.935876,9.43,2013/12/09,19:07:49
1243,53.893578,-1.935889,0.44,2013/12/09,19:07:52
1244,53.893588,-1.935901,0.45,2013/12/09,19:07:55
1245,53.893594,-1.935910,0.45,2013/12/09,19:07:57
1246,53.893663,-1.936012,3.40,2013/12/09,19:08:00
1247,53.893732,-1.936115,3.41,2013/12/09,19:08:03
1248,53.893755,-1.936149,3.40,2013/12/09,19:08:04
1249,53.893869,-1.936297,7.99,2013/12/09,19:08:06
1250,53.893876,-1.936307,0.34,2013/12/09,19:08:09
1251,53.893883,-1.936317,0.34,2013/12/09,19:08:12
1252,53.893885,-1.936320,0.30,2013/12/09,19:08:13
1253,53.893983,-1.936459,4.74,2013/12/09,19:08:16
1254,53.894081,-1.936599,4.75,2013/12/09,19:08:19
1255,53.894146,-1.936692,4.73,2013/12/09,19:08:21
1256,53.894201,-1.936749,2.39,2013/12/09,19:08:24
1257,53.894256,-1.936806,2.39,2013/12/09,19:08:27
1258,53.894306,-1.936871,2.34,2013/12/09,19:08:30
1259,53.894340,-1.936915,2.38,2013/12/09,19:08:32
1260,53.894402,-1.937029,3.39,2013/12/09,19:08:35
1261,53.894422,-1.937067,3.34,2013/12/09,19:08:36
1262,53.894430,-1.937084,0.48,2013/12/09,19:08:39
1263,53.894436,-1.937096,0.52,2013/12/09,19:08:41
1264,53.894499,-1.937198,3.23,2013/12/09,19:08:44
1265,53.894561,-1.937301,3.22,2013/12/09,19:08:47
1266,53.894582,-1.937335,3.23,2013/12/09,19:08:48
1267,53.894718,-1.937542,6.78,2013/12/09,19:08:51
1268,53.894853,-1.937750,6.77,2013/12/09,19:08:54
1269,53.894895,-1.937823,2.23,2013/12/09,19:08:57
1270,53.894937,-1.937897,2.25,2013/12/09,19:09:00
1271,53.894965,-1.937946,2.24,2013/12/09,19:09:02
1272,53.895013,-1.938041,2.74,2013/12/09,19:09:05
1273,53.895061,-1.938136,2.74,2013/12/09,19:09:08
1274,53.895113,-1.938249,3.13,2013/12/09,19:09:11
1275,53.895165,-1.938363,3.15,2013/12/09,19:09:14
1276,53.895200,-1.938445,2.21,2013/12/09,19:09:17
1277,53.895235,-1.938528,2.23,2013/12/09,19:09:20
1278,53.895247,-1.938555,2.22,2013/12/09,19:09:21
1279,53.895300,-1.938707,3.86,2013/12/09,19:09:24
1280,53.895335,-1.938809,3.87,2013/12/09,19:09:26
1281,53.895368,-1.938918,2.68,2013/12/09,19:09:29
1282,53.895402,-1.939028,2.72,2013/12/09,19:09:32
1283,53.895413,-1.939064,2.66,2013/12/09,19:09:33
1284,53.895434,-1.939144,1.91,2013/12/09,19:09:36
1285,53.895456,-1.939223,1.91,2013/12/09,19:09:39
1286,53.895463,-1.939250,1.93,2013/12/09,19:09:40
1287,53.895490,-1.939367,2.75,2013/12/09,19:09:43
1288,53.895508,-1.939445,2.75,2013/12/09,19:09:45
1289,53.895548,-1.939640,4.51,2013/12/09,19:09:48
1290,53.895574,-1.939770,4.50,2013/12/09,19:09:50
1291,53.895585,-1.939842,1.63,2013/12/09,19:09:53
1292,53.895597,-1.939913,1.62,2013/12/09,19:09:56
1293,53.895604,-1.939961,1.62,2013/12/09,19:09:58
1294,53.895620,-1.940148,4.13,2013/12/09,19:10:01
1295,53.895630,-1.940272,4.10,2013/12/09,19:10:03
1296,53.895634,-1.940386,2.50,2013/12/09,19:10:06
1297,53.895639,-1.940501,2.52,2013/12/09,19:10:09
1298,53.895640,-1.940539,2.50,2013/12/09,19:10:10
1299,53.895648,-1.940675,2.99,2013/12/09,19:10:13
1300,53.895656,-1.940812,3.01,2013/12/09,19:10:16
1301,53.895664,-1.940971,3.49,2013/12/09,19:10:19
1302,53.895671,-1.941130,3.49,2013/12/09,19:10:22
1303,53.895674,-1.941258,2.80,2013/12/09,19:10:25
1304,53.895678,-1.941385,2.78,2013/12/09,19:10:28
1305,53.895679,-1.941428,2.82,2013/12/09,19:10:29
1306,53.895683,-1.941536,2.37,2013/12/09,19:10:32
1307,53.895688,-1.941645,2.39,2013/12/09,19:10:35
1308,53.895689,-1.941681,2.36,2013/12/09,19:10:36
1309,53.895688,-1.941791,2.41,2013/12/09,19:10:39
1310,53.895686,-1.941900,2.38,2013/12/09,19:10:42
1311,53.895691,-1.941999,2.17,2013/12/09,19:10:45
1312,53.895694,-1.942065,2.17,2013/12/09,19:10:47
1313,53.895695,-1.942219,3.37,2013/12/09,19:10:50
1314,53.895695,-1.942271,3.41,2013/12/09,19:10:51
1315,53.895700,-1.942413,3.11,2013/12/09,19:10:54
1316,53.895704,-1.942508,3.12,2013/12/09,19:10:56
1317,53.895704,-1.942528,0.44,2013/12/09,19:10:59
1318,53.895703,-1.942548,0.44,2013/12/09,19:11:02
1319,53.895709,-1.942747,4.36,2013/12/09,19:11:05
1320,53.895716,-1.942946,4.36,2013/12/09,19:11:08
1321,53.895718,-1.943012,4.34,2013/12/09,19:11:09
1322,53.895728,-1.943193,3.97,2013/12/09,19:11:12
1323,53.895735,-1.943313,3.95,2013/12/09,19:11:14
1324,53.895740,-1.943403,1.98,2013/12/09,19:11:17
1325,53.895745,-1.943493,1.98,2013/12/09,19:11:20
1326,53.895747,-1.943523,1.98,2013/12/09,19:11:21
1327,53.895756,-1.943638,2.54,2013/12/09,19:11:24
1328,53.895762,-1.943714,2.51,2013/12/09,19:11:26
1329,53.895756,-1.943860,3.20,2013/12/09,19:11:29
1330,53.895752,-1.943958,3.22,2013/12/09,19:11:31
1331,53.895756,-1.944146,4.11,2013/12/09,19:11:34
1332,53.895758,-1.944271,4.10,2013/12/09,19:11:36
1333,53.895757,-1.944345,1.62,2013/12/09,19:11:39
1334,53.895756,-1.944419,1.62,2013/12/09,19:11:42
1335,53.895756,-1.944444,1.64,2013/12/09,19:11:43
1336,53.895758,-1.944564,2.62,2013/12/09,19:11:46
1337,53.895759,-1.944604,2.63,2013/12/09,19:11:47
1338,53.895762,-1.944770,3.63,2013/12/09,19:11:50
1339,53.895763,-1.944826,3.68,2013/12/09,19:11:51
1340,53.895759,-1.944965,3.04,2013/12/09,19:11:54
1341,53.895757,-1.945058,3.05,2013/12/09,19:11:56
1342,53.895759,-1.945188,2.84,2013/12/09,19:11:59
1343,53.895760,-1.945275,2.85,2013/12/09,19:12:01
1344,53.895762,-1.945427,3.32,2013/12/09,19:12:04
1345,53.895764,-1.945528,3.31,2013/12/09,19:12:06
1346,53.895763,-1.945570,0.92,2013/12/09,19:12:09
1347,53.895761,-1.945612,0.92,2013/12/09,19:12:12
1348,53.895761,-1.945612,0.00,2013/12/09,19:12:14
1349,53.895783,-1.945958,7.61,2013/12/09,19:12:17
1350,53.895795,-1.946071,2.51,2013/12/09,19:12:20
1351,53.895803,-1.946146,2.50,2013/12/09,19:12:22
1352,53.895808,-1.946265,2.61,2013/12/09,19:12:25
1353,53.895812,-1.946345,2.63,2013/12/09,19:12:27
1354,53.895826,-1.946505,3.54,2013/12/09,19:12:30
1355,53.895835,-1.946612,3.54,2013/12/09,19:12:32
1356,53.895841,-1.946654,0.94,2013/12/09,19:12:35
1357,53.895846,-1.946697,0.96,2013/12/09,19:12:38
1358,53.895849,-1.946782,2.79,2013/12/09,19:12:40
1359,53.895842,-1.946961,5.88,2013/12/09,19:12:42
1360,53.895842,-1.947028,1.46,2013/12/09,19:12:45
1361,53.895842,-1.947050,1.44,2013/12/09,19:12:46
1362,53.895829,-1.947310,8.56,2013/12/09,19:12:48
1363,53.895822,-1.947411,2.22,2013/12/09,19:12:51
1364,53.895815,-1.947511,2.20,2013/12/09,19:12:54
1365,53.895811,-1.947632,2.65,2013/12/09,19:12:57
1366,53.895808,-1.947712,2.63,2013/12/09,19:12:59
1367,53.895809,-1.947789,1.68,2013/12/09,19:13:02
1368,53.895810,-1.947841,1.71,2013/12/09,19:13:04
1369,53.895875,-1.947966,3.65,2013/12/09,19:13:07
1370,53.895881,-1.947961,0.25,2013/12/09,19:13:10
1371,53.895886,-1.947955,0.23,2013/12/09,19:13:13
1372,53.895897,-1.948068,7.51,2013/12/09,19:13:14
1373,53.895864,-1.948106,1.48,2013/12/09,19:13:17
1374,53.895831,-1.948144,1.48,2013/12/09,19:13:20
1375,53.895836,-1.948244,2.19,2013/12/09,19:13:23
1376,53.895837,-1.948278,2.23,2013/12/09,19:13:24
1377,53.895840,-1.948467,4.13,2013/12/09,19:13:27
1378,53.895863,-1.948657,4.24,2013/12/09,19:13:30
1379,53.895871,-1.948720,4.23,2013/12/09,19:13:31
1380,53.895874,-1.948741,0.47,2013/12/09,19:13:34
1381,53.895876,-1.948763,0.49,2013/12/09,19:13:37
1382,53.895880,-1.948851,5.79,2013/12/09,19:13:38
1383,53.895908,-1.949055,6.87,2013/12/09,19:13:40
1384,53.895922,-1.949188,2.95,2013/12/09,19:13:43
1385,53.895932,-1.949276,2.94,2013/12/09,19:13:45
1386,53.895948,-1.949416,3.12,2013/12/09,19:13:48
1387,53.895958,-1.949509,3.10,2013/12/09,19:13:50
