Name,logn,logq,RealRes,RealResPol,result,error,errorPol,tinit,tcsv,tenc,tdist,tdec,in_mean,in_std,in_min,in_max
Data/dataUsedFor1k/MAC000005.txt20,12,106,29.851000,36.254945,36.237314,21.393969,-0.048632,148.220918,17.342810,94.805564,986.679354,86.141933,0.072878,0.118771,0.000000,0.957000
Data/dataUsedFor1k/MAC000005.txt21,12,106,29.804400,36.290965,36.332384,21.902752,0.114130,148.220918,17.342810,94.805564,986.679354,86.141933,0.072765,0.121302,0.000000,1.101000
Data/dataUsedFor1k/MAC000006.txt0,12,106,18.270400,26.292682,26.290145,43.894745,-0.009647,162.407117,22.228735,124.047910,1146.704770,84.686049,0.044605,0.055574,0.000000,0.762000
Data/dataUsedFor1k/MAC000006.txt1,12,106,15.842600,24.390397,24.399653,54.012932,0.037950,162.407117,22.228735,124.047910,1146.704770,84.686049,0.038678,0.046515,0.000000,0.660000
Data/dataUsedFor1k/MAC000006.txt2,12,106,16.236400,24.712774,24.806571,52.783688,0.379546,162.407117,22.228735,124.047910,1146.704770,84.686049,0.039640,0.049358,0.000000,0.640000
Data/dataUsedFor1k/MAC000006.txt3,12,106,15.314200,24.010804,23.957559,56.440159,-0.221757,162.407117,22.228735,124.047910,1146.704770,84.686049,0.037388,0.047398,0.000000,0.627000
Data/dataUsedFor1k/MAC000006.txt4,12,106,14.501200,23.362594,23.344319,60.981978,-0.078226,162.407117,22.228735,124.047910,1146.704770,84.686049,0.035403,0.042669,0.000000,0.399000
Data/dataUsedFor1k/MAC000006.txt5,12,106,13.755800,22.793622,22.795552,65.715928,0.008467,162.407117,22.228735,124.047910,1146.704770,84.686049,0.033583,0.040487,0.000000,0.423000
Data/dataUsedFor1k/MAC000006.txt6,12,106,15.229600,23.907638,23.859303,56.664016,-0.202175,162.407117,22.228735,124.047910,1146.704770,84.686049,0.037182,0.043568,0.000000,0.436000
Data/dataUsedFor1k/MAC000006.txt7,12,106,15.099600,23.828529,23.750021,57.289072,-0.329471,162.407117,22.228735,124.047910,1146.704770,84.686049,0.036864,0.045163,0.000000,0.503000
Data/dataUsedFor1k/MAC000006.txt8,12,106,14.150800,23.082911,23.108973,63.305065,0.112906,162.407117,22.228735,124.047910,1146.704770,84.686049,0.034548,0.040398,0.000000,0.450000
Data/dataUsedFor1k/MAC000006.txt9,12,106,19.390800,27.136378,27.171698,40.126751,0.130157,162.407117,22.228735,124.047910,1146.704770,84.686049,0.047341,0.056570,0.000000,0.589000
Data/dataUsedFor1k/MAC000006.txt10,12,106,19.811400,27.521726,27.525697,38.938677,0.014428,162.407117,22.228735,124.047910,1146.704770,84.686049,0.048368,0.061833,0.000000,0.801000
Data/dataUsedFor1k/MAC000006.txt11,12,106,7.259200,18.091571,18.106766,149.431973,0.083990,162.407117,22.228735,124.047910,1146.704770,84.686049,0.017723,0.044357,0.000000,0.735000
Data/dataUsedFor1k/MAC000006.txt12,12,106,14.543200,23.523435,23.551274,61.940111,0.118346,162.407117,22.228735,124.047910,1146.704770,84.686049,0.035506,0.054117,0.000000,0.657000
Data/dataUsedFor1k/MAC000006.txt13,12,106,20.506200,28.116187,28.105934,37.060665,-0.036465,162.407117,22.228735,124.047910,1146.704770,84.686049,0.050064,0.067000,0.000000,0.774000
Data/dataUsedFor1k/MAC000006.txt14,12,106,19.059400,26.958983,26.930565,41.298073,-0.105411,162.407117,22.228735,124.047910,1146.704770,84.686049,0.046532,0.061513,0.000000,0.725000
